"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages","Thread_Relevancy"
"NG05_TH02733","netreligion","NG05","TH02733","Premarital Sex","https://groups.google.com./g/net.religion/c/mP8x6IhdHvY",1985-06-27,8,1
"NG05_TH02732","netreligion","NG05","TH02732","The History of Sex: review of research","https://groups.google.com./g/net.religion/c/JQ7_W2S3xn8",1985-06-26,1,1
"NG05_TH02727","netreligion","NG05","TH02727","Remembering the Holocaust: What have we learned?","https://groups.google.com./g/net.religion/c/OUHzk7Tnw5A",1985-06-23,25,0.2
"NG05_TH02724","netreligion","NG05","TH02724","Comments on -Sex","https://groups.google.com./g/net.religion/c/cTXysUn3LFE",1985-06-21,1,1
"NG05_TH02719","netreligion","NG05","TH02719","Inquiry on Reincarnation","https://groups.google.com./g/net.religion/c/G2Lu3Erl3oM",1985-06-17,26,0.0384615384615385
"NG05_TH02716","netreligion","NG05","TH02716","reasonable? (long response to Allan Ray Miller)","https://groups.google.com./g/net.religion/c/aS7FqgK8lis",1985-06-15,2,0.5
"NG05_TH02692","netreligion","NG05","TH02692","New Age Digest #8","https://groups.google.com./g/net.religion/c/77bLq_x9ZrI",1985-06-07,1,1
"NG05_TH02691","netreligion","NG05","TH02691","New Age Digest #7","https://groups.google.com./g/net.religion/c/qqRyAundMZY",1985-06-07,1,1
"NG05_TH02689","netreligion","NG05","TH02689","New Age Digest #5","https://groups.google.com./g/net.religion/c/FtnUMZRxmKk",1985-06-07,1,1
"NG05_TH02686","netreligion","NG05","TH02686","from you to me","https://groups.google.com./g/net.religion/c/6P2B-8JQ2Jc",1985-06-07,1,1
"NG05_TH02674","netreligion","NG05","TH02674","Use of net.religion for Christian messages","https://groups.google.com./g/net.religion/c/xxViYf_80tM",1985-06-03,7,0.142857142857143
"NG05_TH02669","netreligion","NG05","TH02669","Ignoring Fascist Hate Groups","https://groups.google.com./g/net.religion/c/sUw9aygbyVo",1985-05-31,2,0.5
"NG05_TH02667","netreligion","NG05","TH02667","Don Black","https://groups.google.com./g/net.religion/c/EzrTQiTsYzA",1985-05-31,1,2
"NG05_TH02663","netreligion","NG05","TH02663","Bang.","https://groups.google.com./g/net.religion/c/d86EeDZ-gtI",1985-05-29,1,1
"NG05_TH02662","netreligion","NG05","TH02662","\""Is that a fact?\""","https://groups.google.com./g/net.religion/c/vKzFtnXp-8I",1985-05-28,2,0.5
"NG05_TH02650","netreligion","NG05","TH02650","New Age Digest #2","https://groups.google.com./g/net.religion/c/R41SRdnvHC0",1985-05-20,1,1
"NG05_TH02644","netreligion","NG05","TH02644","Have they taken the 'last train to the coast'??","https://groups.google.com./g/net.religion/c/hnKltAiKQLE",1985-05-18,1,1
"NG05_TH02640","netreligion","NG05","TH02640","We Want War ... We Want War ... We Want War ...","https://groups.google.com./g/net.religion/c/rcUDusgGkGs",1985-05-15,1,2
"NG05_TH02639","netreligion","NG05","TH02639","The Old Ways - final comments","https://groups.google.com./g/net.religion/c/00OTD2FlhKQ",1985-05-15,4,0.5
"NG05_TH02623","netreligion","NG05","TH02623","what does it mean to talk to God [a brief attempt at an answer]","https://groups.google.com./g/net.religion/c/GDpUXsV4oE4",1985-05-09,64,0.03125
"NG05_TH02620","netreligion","NG05","TH02620","F.O.A.D!","https://groups.google.com./g/net.religion/c/o7Vo1bKn8bo",1985-05-08,1,1
"NG05_TH02617","netreligion","NG05","TH02617","Bravo Silbermann!","https://groups.google.com./g/net.religion/c/9u0sItu2CS8",1985-05-07,3,1
"NG05_TH02614","netreligion","NG05","TH02614","Potential invisibility (An ""OUTSIDER's"" Comments)","https://groups.google.com./g/net.religion/c/rtQG-NgN6E0",1985-05-07,1,1
"NG05_TH02609","netreligion","NG05","TH02609","Reagan's trip","https://groups.google.com./g/net.religion/c/nsr-eDtPCVc",1985-05-03,1,1
"NG05_TH02608","netreligion","NG05","TH02608","The Old Ways - recollections of Don Black's first words","https://groups.google.com./g/net.religion/c/y1W_CsrFgvI",1985-05-03,1,1
"NG05_TH02591","netreligion","NG05","TH02591","Message for Tim Maroney","https://groups.google.com./g/net.religion/c/pwAf09MJ0U0",1985-04-26,1,1
"NG05_TH02589","netreligion","NG05","TH02589","A Question of Mentors (No joke, kids, I'm angry this time)","https://groups.google.com./g/net.religion/c/TBwZrLbH7LY",1985-04-25,1,2
"NG05_TH02586","netreligion","NG05","TH02586","Don Black, Nazis, and the amazing disappearing Holocaust","https://groups.google.com./g/net.religion/c/CNC4wIS6gpg",1985-04-25,48,0.166666666666667
"NG05_TH02585","netreligion","NG05","TH02585","science and religion","https://groups.google.com./g/net.religion/c/L6YERyaaEW8",1985-04-24,1,1
"NG05_TH02583","netreligion","NG05","TH02583","Virgin birth","https://groups.google.com./g/net.religion/c/7RIINdbzUto",1985-04-24,1,1
"NG05_TH02546","netreligion","NG05","TH02546","Novice seeks sources of enlightenment","https://groups.google.com./g/net.religion/c/F-XMhH0GPOI",1985-04-09,4,0.25
"NG05_TH02545","netreligion","NG05","TH02545","Mormonism (part 2 of 4)","https://groups.google.com./g/net.religion/c/JitSzQnO4as",1985-04-09,2,1
"NG05_TH02541","netreligion","NG05","TH02541","More on silence","https://groups.google.com./g/net.religion/c/BuJ5tujFNlw",1985-04-08,2,1
"NG05_TH02540","netreligion","NG05","TH02540","Don Black says goodbye....","https://groups.google.com./g/net.religion/c/JrFg3HKgvzQ",1985-04-08,5,0.4
"NG05_TH02536","netreligion","NG05","TH02536","Net.religion.eastern??","https://groups.google.com./g/net.religion/c/pfigr94f-Hg",1985-04-08,1,1
"NG05_TH02532","netreligion","NG05","TH02532","If the shoe fits...","https://groups.google.com./g/net.religion/c/Xzu3_ATV9f0",1985-04-08,8,0.125
"NG05_TH02528","netreligion","NG05","TH02528","Inferring consent from silence","https://groups.google.com./g/net.religion/c/njBt58w2B2E",1985-04-07,9,0.111111111111111
"NG05_TH02522","netreligion","NG05","TH02522","another Egypt","https://groups.google.com./g/net.religion/c/ujw0HcMbmxw",1985-04-05,3,1
"NG05_TH02521","netreligion","NG05","TH02521","Mormonism (part I of IV)","https://groups.google.com./g/net.religion/c/c5wbEDUuUR0",1985-04-05,3,0.333333333333333
"NG05_TH02520","netreligion","NG05","TH02520","Christianity and homosexuality","https://groups.google.com./g/net.religion/c/cza-rqwRgIs",1985-04-05,6,0.666666666666667
"NG05_TH02517","netreligion","NG05","TH02517","reply to Richard Brower 2","https://groups.google.com./g/net.religion/c/VRn1xaSOvfM",1985-04-04,1,3
"NG05_TH02516","netreligion","NG05","TH02516","Origin of Man","https://groups.google.com./g/net.religion/c/euErBhCVQtI",1985-04-04,9,0.333333333333333
"NG05_TH02515","netreligion","NG05","TH02515","reply to Richard Brower","https://groups.google.com./g/net.religion/c/UWTwRxzoI68",1985-04-04,1,2
"NG05_TH02514","netreligion","NG05","TH02514","Black-listing (IC's, Nazis, etc.)","https://groups.google.com./g/net.religion/c/v30aArZAOPA",1985-04-04,1,1
"NG05_TH02500","netreligion","NG05","TH02500","reply to Richard Brower","https://groups.google.com./g/net.religion/c/VjbqJR-jFhM",1985-04-02,2,2
"NG05_TH02493","netreligion","NG05","TH02493","Hypocrisy (Yup, here it is Rich; an admonishment of Black)","https://groups.google.com./g/net.religion/c/oWEXs8ti9J8",1985-04-02,1,1
"NG05_TH02491","netreligion","NG05","TH02491","Reply to Dave Trisell","https://groups.google.com./g/net.religion/c/cvvO0i-guNU",1985-04-01,1,1
"NG05_TH02488","netreligion","NG05","TH02488","QUESTIONS FROM A FRIEND","https://groups.google.com./g/net.religion/c/JmQoqLmiRsQ",1985-04-01,13,0.0769230769230769
"NG05_TH02487","netreligion","NG05","TH02487","On not responding to IC","https://groups.google.com./g/net.religion/c/oCOXlA15bf8",1985-04-01,1,1
"NG05_TH02477","netreligion","NG05","TH02477","In response to Rosen, Bellovin, Maroney, and others","https://groups.google.com./g/net.religion/c/4C1cIRI2Le4",1985-03-31,5,0.4
"NG05_TH02468","netreligion","NG05","TH02468","Re 'Cheeses'/ Life of Brian","https://groups.google.com./g/net.religion/c/ZDcJ7y2poOg",1985-03-30,18,0.333333333333333
"NG05_TH02467","netreligion","NG05","TH02467","definition of religion - to Rich","https://groups.google.com./g/net.religion/c/PG-GbbD3ayI",1985-03-29,2,0.5
"NG05_TH02463","netreligion","NG05","TH02463","Unanswered questions...","https://groups.google.com./g/net.religion/c/692AxyGs67U",1985-03-29,2,1
"NG05_TH02462","netreligion","NG05","TH02462","The writings of Don Black","https://groups.google.com./g/net.religion/c/6kDktI3TXH0",1985-03-28,13,0.384615384615385
"NG05_TH02456","netreligion","NG05","TH02456","[Keywd=Black] Some of my best friends are...","https://groups.google.com./g/net.religion/c/_khaxt3YI8I",1985-03-27,1,1
"NG05_TH02455","netreligion","NG05","TH02455","If the shoe fits....","https://groups.google.com./g/net.religion/c/5Cqjm-QIb8c",1985-03-27,11,0.272727272727273
"NG05_TH02449","netreligion","NG05","TH02449","Christianity and homosexuality","https://groups.google.com./g/net.religion/c/qSClK-Ylueg",1985-03-27,3,0.666666666666667
"NG05_TH02444","netreligion","NG05","TH02444","The cheese connection","https://groups.google.com./g/net.religion/c/hc27uuGgAx4",1985-03-26,10,0.1
"NG05_TH02439","netreligion","NG05","TH02439","Logic based on different sets of assumptions (reposting)","https://groups.google.com./g/net.religion/c/-NqpMGlRw18",1985-03-25,59,0.11864406779661
"NG05_TH02438","netreligion","NG05","TH02438","Black's ravings (comment about Sodom)","https://groups.google.com./g/net.religion/c/vbTOJjDayUA",1985-03-25,21,0.857142857142857
"NG05_TH02420","netreligion","NG05","TH02420","Why does SHE believe...","https://groups.google.com./g/net.religion/c/FWkevzE0qAA",1985-03-22,9,0.111111111111111
"NG05_TH02418","netreligion","NG05","TH02418","Black's ravings","https://groups.google.com./g/net.religion/c/32QD7XfRvnk",1985-03-22,9,1
"NG05_TH02417","netreligion","NG05","TH02417","Return With Us Now To Those Thrilling Days Of Yester-Year!","https://groups.google.com./g/net.religion/c/6BQXj4DhDI0",1985-03-22,6,0.833333333333333
"NG05_TH02415","netreligion","NG05","TH02415","Sodom, Lot and his daughters","https://groups.google.com./g/net.religion/c/KMyqhDiZyuI",1985-03-21,1,1
"NG05_TH02411","netreligion","NG05","TH02411","Paranoia","https://groups.google.com./g/net.religion/c/yNGkrYkkJko",1985-03-21,4,0.25
"NG05_TH02406","netreligion","NG05","TH02406","Reverend or Sister?","https://groups.google.com./g/net.religion/c/DdAFRC9Zgiw",1985-03-20,1,1
"NG05_TH02387","netreligion","NG05","TH02387","On Don Black and Christian Government","https://groups.google.com./g/net.religion/c/V0B9ClPoBw8",1985-03-15,2,0.5
"NG05_TH02383","netreligion","NG05","TH02383","Black replies.","https://groups.google.com./g/net.religion/c/svyp8pgtHBE",1985-03-14,8,0.125
"NG05_TH02378","netreligion","NG05","TH02378","Yellow Press in SciFi?","https://groups.google.com./g/net.religion/c/Kuc0NdU1ssI",1985-03-13,50,0.16
"NG05_TH02377","netreligion","NG05","TH02377","reply to Rich Wagstaff: deities","https://groups.google.com./g/net.religion/c/Dd4l5boTiC4",1985-03-13,1,1
"NG05_TH02368","netreligion","NG05","TH02368","Mormons are not Christians.","https://groups.google.com./g/net.religion/c/VbTCxsU2S70",1985-03-09,21,0.0476190476190476
"NG05_TH02358","netreligion","NG05","TH02358","To DON BLACK [open letter, part II]","https://groups.google.com./g/net.religion/c/pyKJ2n9B4lg",1985-03-07,1,1
"NG05_TH02346","netreligion","NG05","TH02346","2 Samuel 7:14","https://groups.google.com./g/net.religion/c/XwQr-iedC-s",1985-03-04,5,0.8
"NG05_TH02342","netreligion","NG05","TH02342","""Let's go back to the old ways""","https://groups.google.com./g/net.religion/c/K9zLvqFcNfI",1985-03-03,2,0.5
"NG05_TH02341","netreligion","NG05","TH02341","A Greek camel cannot see its own hump","https://groups.google.com./g/net.religion/c/lPZ4YE05cio",1985-03-03,7,0.571428571428571
"NG05_TH02310","netreligion","NG05","TH02310","RCs and WORKS","https://groups.google.com./g/net.religion/c/qJ7M0HsiOyE",1985-02-21,6,0.166666666666667
"NG05_TH02309","netreligion","NG05","TH02309","Hutch on ""impoliteness"" (part B)","https://groups.google.com./g/net.religion/c/gS9rVhvTr-A",1985-02-21,4,0.5
"NG05_TH02261","netreligion","NG05","TH02261","Blast from the past: a net.religion time capsule","https://groups.google.com./g/net.religion/c/99NYM76OU_E",1985-02-08,7,0.285714285714286
"NG05_TH02227","netreligion","NG05","TH02227","To my good ole buddy Rich Rosen!","https://groups.google.com./g/net.religion/c/0KuHm5CTaSo",1985-01-28,3,0.333333333333333
"NG05_TH02223","netreligion","NG05","TH02223","Television Awareness Training","https://groups.google.com./g/net.religion/c/_mHlpapqTVA",1985-01-27,1,1
"NG05_TH02217","netreligion","NG05","TH02217","christians","https://groups.google.com./g/net.religion/c/ATfluk8SWo0",1985-01-25,2,0.5
"NG05_TH02215","netreligion","NG05","TH02215","homosexuality and the Bible","https://groups.google.com./g/net.religion/c/ewe4Gc3xTww",1985-01-24,11,0.636363636363636
"NG05_TH02214","netreligion","NG05","TH02214","book","https://groups.google.com./g/net.religion/c/rCJ4MD5zBy4",1985-01-23,1,1
"NG05_TH02213","netreligion","NG05","TH02213","Gay Christians???","https://groups.google.com./g/net.religion/c/1IeferN4Dxs",1985-01-23,2,0.5
"NG05_TH02203","netreligion","NG05","TH02203","About Sir Eccles, etc. (this one is short!)","https://groups.google.com./g/net.religion/c/QxqA9CKJp68",1985-01-16,4,0.25
"NG05_TH02196","netreligion","NG05","TH02196","who is Boswell anyway?","https://groups.google.com./g/net.religion/c/-HT8ORXLiA0",1985-01-14,1,1
"NG05_TH02193","netreligion","NG05","TH02193","gay christians??????","https://groups.google.com./g/net.religion/c/77HhfJZ_U8g",1985-01-14,2,1
"NG05_TH02188","netreligion","NG05","TH02188","Over to you, Rich (Rosen).","https://groups.google.com./g/net.religion/c/5_3q_oEuShs",1985-01-08,4,0.25
"NG05_TH02182","netreligion","NG05","TH02182","Boswell -- Part 4 : a correction","https://groups.google.com./g/net.religion/c/tktRaK4-r0c",1985-01-04,1,1
"NG05_TH02179","netreligion","NG05","TH02179","John Boswell shows ""The bible says it's so"" : Part 4 (long)","https://groups.google.com./g/net.religion/c/JUF9l-aFSJM",1985-01-03,1,1
"NG05_TH02131","netreligion","NG05","TH02131","History as Fact / Science and Religion","https://groups.google.com./g/net.religion/c/nENkN8goCcs",1984-12-13,8,0.25
"NG05_TH02127","netreligion","NG05","TH02127","Mah fer-einds......","https://groups.google.com./g/net.religion/c/0cIVOHlTDgc",1984-12-12,1,1
"NG05_TH02119","netreligion","NG05","TH02119","Next!","https://groups.google.com./g/net.religion/c/oEaa7jhNHQQ",1984-12-12,2,0.5
"NG05_TH02112","netreligion","NG05","TH02112","'Gay Rights': A conflict of values - (nf)","https://groups.google.com./g/net.religion/c/HBGJO9A5hH0",1984-12-10,24,0.625
"NG05_TH02106","netreligion","NG05","TH02106","Evidence for Christianity","https://groups.google.com./g/net.religion/c/aNHm-A7OXYA",1984-12-10,45,0.0444444444444444
"NG05_TH02091","netreligion","NG05","TH02091","tara in tantrism & women in bahai","https://groups.google.com./g/net.religion/c/eFOzOIMjCxk",1984-12-07,1,1
"NG05_TH02087","netreligion","NG05","TH02087","Bick's Babblings","https://groups.google.com./g/net.religion/c/q1cFiCl6gwI",1984-12-07,2,0.5
"NG05_TH02083","netreligion","NG05","TH02083","Supreme Court officializes US idolatry","https://groups.google.com./g/net.religion/c/aKhsxdXq9f0",1984-12-06,12,0.333333333333333
"NG05_TH02079","netreligion","NG05","TH02079","Ba'hai response and questions","https://groups.google.com./g/net.religion/c/CW07u9DKJqg",1984-12-05,2,0.5
"NG05_TH02067","netreligion","NG05","TH02067","Unbaptized infants (Re:Flame:Sargent's...)","https://groups.google.com./g/net.religion/c/Bd-hOjQ5EvI",1984-12-03,2,0.5
"NG05_TH02059","netreligion","NG05","TH02059","tough issues have many sides","https://groups.google.com./g/net.religion/c/fhFm7Wzk2Bg",1984-12-01,3,0.333333333333333
"NG05_TH02043","netreligion","NG05","TH02043","The best little bible in the world...","https://groups.google.com./g/net.religion/c/XGNedWerKDQ",1984-11-29,3,0.333333333333333
"NG05_TH02040","netreligion","NG05","TH02040","I call you Ken Perlow. (That IS yor name?)","https://groups.google.com./g/net.religion/c/lB-5GIBP-wk",1984-11-28,2,1
"NG05_TH02034","netreligion","NG05","TH02034","net.rights proposal","https://groups.google.com./g/net.religion/c/GjAmcCXc7kY",1984-11-28,1,1
"NG05_TH02033","netreligion","NG05","TH02033","I've said it before and I'll say it again ...","https://groups.google.com./g/net.religion/c/8GRrnUfALZ4",1984-11-28,14,0.285714285714286
"NG05_TH02032","netreligion","NG05","TH02032","David Brunson, come on down","https://groups.google.com./g/net.religion/c/SNXbxzdZKAw",1984-11-28,8,0.5
"NG05_TH02031","netreligion","NG05","TH02031","Brief informatory message about a contributor","https://groups.google.com./g/net.religion/c/d1z1bD2WfVs",1984-11-28,6,0.166666666666667
"NG05_TH02023","netreligion","NG05","TH02023","""Gay Rights""","https://groups.google.com./g/net.religion/c/EXDdRKjSTyg",1984-11-27,15,0.866666666666667
"NG05_TH02022","netreligion","NG05","TH02022","That does it, Brunson","https://groups.google.com./g/net.religion/c/-RU-cMAmnQI",1984-11-26,1,1
"NG05_TH01998","netreligion","NG05","TH01998","Evolution AND Creationism","https://groups.google.com./g/net.religion/c/rVHjhvNODKM",1984-11-20,2,0.5
"NG05_TH01996","netreligion","NG05","TH01996","Why Witchcraft is valid for men and women","https://groups.google.com./g/net.religion/c/2HuJTwF-i0Y",1984-11-20,3,0.666666666666667
"NG05_TH01993","netreligion","NG05","TH01993","Meanings of Words","https://groups.google.com./g/net.religion/c/GAXE1-KZP_k",1984-11-19,11,0.272727272727273
"NG05_TH01982","netreligion","NG05","TH01982","More replies to Ken (and general comments)","https://groups.google.com./g/net.religion/c/0_XgDl25qUk",1984-11-16,18,0.111111111111111
"NG05_TH01969","netreligion","NG05","TH01969","Proposal for net.religion subgroups","https://groups.google.com./g/net.religion/c/GlUuRXroU64",1984-11-14,40,0.025
"NG05_TH01958","netreligion","NG05","TH01958","various comments","https://groups.google.com./g/net.religion/c/KUXjmbiNyRg",1984-11-11,7,0.142857142857143
"NG05_TH01952","netreligion","NG05","TH01952","Even If I Did Believe...","https://groups.google.com./g/net.religion/c/-b91SPeBLiY",1984-11-10,2,0.5
"NG05_TH01937","netreligion","NG05","TH01937","Science, Religion, and Evidence","https://groups.google.com./g/net.religion/c/kB9r56Kr69s",1984-11-08,2,0.5
"NG05_TH01926","netreligion","NG05","TH01926","More ""Gay Rights""","https://groups.google.com./g/net.religion/c/tWnkdARvYGg",1984-11-06,3,1
"NG05_TH01923","netreligion","NG05","TH01923","Response to Tim Maroney - The character of God. (very long)","https://groups.google.com./g/net.religion/c/3SOrypo6prE",1984-11-06,36,0.0555555555555556
"NG05_TH01919","netreligion","NG05","TH01919","""Gay Rights"": A conflict of values","https://groups.google.com./g/net.religion/c/aiCVHBe3v3U",1984-11-06,3,0.666666666666667
"NG05_TH01912","netreligion","NG05","TH01912","eat hot bits, Brunson","https://groups.google.com./g/net.religion/c/Z-JSwJgkfvQ",1984-11-04,1,1
"NG05_TH01910","netreligion","NG05","TH01910","Tolerance: Not just a liberal buzzword","https://groups.google.com./g/net.religion/c/z-IuFh1NKOc",1984-11-03,1,1
"NG05_TH01908","netreligion","NG05","TH01908","Religion and homophobia (Re: Ronald Reagan's Homophobic Career)","https://groups.google.com./g/net.religion/c/iC_6a8cML8Q",1984-11-02,1,1
"NG05_TH01900","netreligion","NG05","TH01900","Other Spiritual Paths: the Way of the Goddess","https://groups.google.com./g/net.religion/c/NxDvMN-he7E",1984-10-31,2,0.5
"NG05_TH01894","netreligion","NG05","TH01894","Meditation and Prayer: The Jewish Perspective","https://groups.google.com./g/net.religion/c/tBwfineG3XM",1984-10-30,1,1
"NG05_TH01888","netreligion","NG05","TH01888","fornication","https://groups.google.com./g/net.religion/c/vJSunP_W70k",1984-10-28,1,1
"NG05_TH01885","netreligion","NG05","TH01885","Gay Rights","https://groups.google.com./g/net.religion/c/BW6IyLYQZIU",1984-10-27,49,0.775510204081633
"NG05_TH01879","netreligion","NG05","TH01879","Goy Extraordinaire","https://groups.google.com./g/net.religion/c/qJDGIhira3c",1984-10-24,2,0.5
"NG05_TH01871","netreligion","NG05","TH01871","Saint DuBois, Sinner Kulawiec","https://groups.google.com./g/net.religion/c/FUhlMJW8b4g",1984-10-22,19,0.31578947368421
"NG05_TH01863","netreligion","NG05","TH01863","Yiri's Last Stand","https://groups.google.com./g/net.religion/c/QWr_lneYqHY",1984-10-18,1,1
"NG05_TH01861","netreligion","NG05","TH01861","Boswell shows ""the bible says it's so"" -- Part 3","https://groups.google.com./g/net.religion/c/5FR7qTEJnNs",1984-10-18,1,1
"NG05_TH01859","netreligion","NG05","TH01859","Atheism and Tolerance","https://groups.google.com./g/net.religion/c/FQaB-c8afao",1984-10-17,6,0.666666666666667
"NG05_TH01858","netreligion","NG05","TH01858","Christians and sex","https://groups.google.com./g/net.religion/c/Kl8jvxfBw5I",1984-10-16,1,1
"NG05_TH01842","netreligion","NG05","TH01842","Other Spritual Paths","https://groups.google.com./g/net.religion/c/m2jTDv0soeM",1984-10-11,2,0.5
"NG05_TH01833","netreligion","NG05","TH01833","Christianity, sex","https://groups.google.com./g/net.religion/c/CtsJ6QWFKXk",1984-10-09,20,0.5
"NG05_TH01832","netreligion","NG05","TH01832","Arndt undressed!","https://groups.google.com./g/net.religion/c/Jh8ZEGTCPL4",1984-10-08,1,1
"NG05_TH01823","netreligion","NG05","TH01823","Alan vs. the One True Way","https://groups.google.com./g/net.religion/c/4bcXR1_ort4",1984-10-04,19,0.157894736842105
"NG05_TH01820","netreligion","NG05","TH01820","Old Testament allows pre-marital sex","https://groups.google.com./g/net.religion/c/9ixk4ioXCa0",1984-10-04,1,1
"NG05_TH01819","netreligion","NG05","TH01819","Wishful thinking (religion)","https://groups.google.com./g/net.religion/c/GsyEzj6268k",1984-10-04,15,0.0666666666666667
"NG05_TH01816","netreligion","NG05","TH01816","Standby indeed, Ron Rizzo!","https://groups.google.com./g/net.religion/c/u9XSYcNqmTU",1984-10-03,3,0.333333333333333
"NG05_TH01814","netreligion","NG05","TH01814","Get ready,. . get set, . . GET BOSWELL!!!","https://groups.google.com./g/net.religion/c/25-Z_zcV50M",1984-10-02,1,1
"NG05_TH01813","netreligion","NG05","TH01813","A & B: when will they get their act together? (TECHNIQUES)","https://groups.google.com./g/net.religion/c/FTXtOo54zqs",1984-10-02,1,1
"NG05_TH01809","netreligion","NG05","TH01809","Christians, Sex, and the Gillette Challenge","https://groups.google.com./g/net.religion/c/cr3CHUiHvnc",1984-10-01,2,1
"NG05_TH01808","netreligion","NG05","TH01808","Boswell shows ""The bible says it's so"" -- Part 2","https://groups.google.com./g/net.religion/c/7qh7GJUrFkY",1984-10-01,1,1
"NG05_TH01800","netreligion","NG05","TH01800","Boswell shows ""The bible says it's so""","https://groups.google.com./g/net.religion/c/OCJh9jcQq-M",1984-09-28,1,1
"NG05_TH01797","netreligion","NG05","TH01797","Misconceptions & Re: Gay Rights","https://groups.google.com./g/net.religion/c/7KNGTO8EdWk",1984-09-28,1,3
"NG05_TH01795","netreligion","NG05","TH01795","Christianity and Sex (Etymology of ""fornication"")","https://groups.google.com./g/net.religion/c/vzL9kUlU2RY",1984-09-28,2,1
"NG05_TH01793","netreligion","NG05","TH01793","Church Discipline","https://groups.google.com./g/net.religion/c/O5xVWiLQ-4Y",1984-09-27,11,0.0909090909090909
"NG05_TH01792","netreligion","NG05","TH01792","O.T. allows pre-marital sex","https://groups.google.com./g/net.religion/c/G-1SgAaXmec",1984-09-27,1,1
"NG05_TH01787","netreligion","NG05","TH01787","Sleeping with one's wife (Re: Playboy, honestly)","https://groups.google.com./g/net.religion/c/4d2GV9gVBdc",1984-09-25,1,1
"NG05_TH01786","netreligion","NG05","TH01786","responce to bigotry","https://groups.google.com./g/net.religion/c/sbYigKCa8hk",1984-09-25,1,1
"NG05_TH01783","netreligion","NG05","TH01783","Christians and sex","https://groups.google.com./g/net.religion/c/RmkLHSO4VJk",1984-09-23,3,0.666666666666667
"NG05_TH01779","netreligion","NG05","TH01779","Playboy, honestly","https://groups.google.com./g/net.religion/c/63gsV03uefM",1984-09-21,1,1
"NG05_TH01771","netreligion","NG05","TH01771","And now for the good news....","https://groups.google.com./g/net.religion/c/65yAQeKpaUY",1984-09-19,1,1
"NG05_TH01768","netreligion","NG05","TH01768","Like *Flamesville*, Man.","https://groups.google.com./g/net.religion/c/odHgINgAeN4",1984-09-18,2,1
"NG05_TH01765","netreligion","NG05","TH01765","Christianity and sex","https://groups.google.com./g/net.religion/c/3T3pvGCU62c",1984-09-17,1,1
"NG05_TH01761","netreligion","NG05","TH01761","Homosexuals as ministers ??","https://groups.google.com./g/net.religion/c/9LZQPkS4lF0",1984-09-13,1,1
"NG05_TH01759","netreligion","NG05","TH01759","Playboy, honestly","https://groups.google.com./g/net.religion/c/yar6alCN9pM",1984-09-12,2,1
"NG05_TH01757","netreligion","NG05","TH01757","""Some Questions""","https://groups.google.com./g/net.religion/c/Z8nsTCQYq_s",1984-09-11,2,1
"NG05_TH01755","netreligion","NG05","TH01755","the gender of God","https://groups.google.com./g/net.religion/c/yAyYsft2D3w",1984-09-10,17,0.0588235294117647
"NG05_TH01754","netreligion","NG05","TH01754","Ans. to req. for info - data anyone?","https://groups.google.com./g/net.religion/c/NM4UfQZMhts",1984-09-10,1,1
"NG05_TH01752","netreligion","NG05","TH01752","Playboy and contemplation","https://groups.google.com./g/net.religion/c/xqRLniJrKA4",1984-09-10,1,1
"NG05_TH01750","netreligion","NG05","TH01750","Some Questions","https://groups.google.com./g/net.religion/c/ftShqhAguIQ",1984-09-10,2,1
"NG05_TH01748","netreligion","NG05","TH01748","Huh? (Christians & Sex)","https://groups.google.com./g/net.religion/c/WirAY1u32HE",1984-09-10,5,0.4
"NG05_TH01747","netreligion","NG05","TH01747","some questions","https://groups.google.com./g/net.religion/c/6FcjctWk02M",1984-09-09,6,0.5
"NG05_TH01746","netreligion","NG05","TH01746","Sic'em Jay","https://groups.google.com./g/net.religion/c/XpjgF7wVFwE",1984-09-09,1,1
"NG05_TH01743","netreligion","NG05","TH01743","Something for Ron Rizzo's proscribed list","https://groups.google.com./g/net.religion/c/g9ZKGAF3i40",1984-09-07,1,4
"NG05_TH01742","netreligion","NG05","TH01742","gender of God and women; defn of chairperson (SPIRITuality)","https://groups.google.com./g/net.religion/c/Cy7jANl5gk4",1984-09-07,1,1
"NG05_TH01732","netreligion","NG05","TH01732","Gender of God -- More or less than a person?","https://groups.google.com./g/net.religion/c/A5rQ0UtGWIw",1984-08-31,9,0.111111111111111
"NG05_TH01726","netreligion","NG05","TH01726","some questions","https://groups.google.com./g/net.religion/c/k8atQqQyKiw",1984-08-30,1,1
"NG05_TH01725","netreligion","NG05","TH01725","The Kiss of Death","https://groups.google.com./g/net.religion/c/6b7e1ymrf1s",1984-08-30,4,1
"NG05_TH01724","netreligion","NG05","TH01724","O My God. The Police","https://groups.google.com./g/net.religion/c/v5bcUxdjpdU",1984-08-29,29,0.344827586206897
"NG05_TH01718","netreligion","NG05","TH01718","Serpent in Paradise","https://groups.google.com./g/net.religion/c/fx91yGF5YjY",1984-08-24,7,1.71428571428571
"NG05_TH01717","netreligion","NG05","TH01717","Punishing Non-belief (long article)","https://groups.google.com./g/net.religion/c/xoklr9CbkLA",1984-08-24,7,0.142857142857143
