"ThreadID","Thread.Title","URL","Date","Number.of.Messages","newsgroup"
"TH02178","Nuclear War Casualitties","https://groups.google.com./g/net.politics/c/QlLVCDxg4m0","11/5/84",1,"netpolitics"
"TH02177","The polls don't mean a thing.","https://groups.google.com./g/net.politics/c/OLt1RXBdpaw","11/5/84",1,"netpolitics"
"TH02176","More on Ray ""the Sham of it all"" Shamie","https://groups.google.com./g/net.politics/c/aHTTm6e3czo","11/5/84",1,"netpolitics"
"TH02175","Fuzzy headed liberals: Part II","https://groups.google.com./g/net.politics/c/Xv6_u1D9kJ4","11/5/84",5,"netpolitics"
"TH02174","Crowd-getters in the Final Days: Massachusetts","https://groups.google.com./g/net.politics/c/MsXxLkBedX8","11/5/84",3,"netpolitics"
"TH02173","Reagan's joke","https://groups.google.com./g/net.politics/c/7Vr81iXAweM","11/5/84",10,"netpolitics"
"TH02172","What Your Defense Dollar Buys You","https://groups.google.com./g/net.politics/c/lQfdTtExDhc","11/5/84",2,"netpolitics"
"TH02171","electoral comparison","https://groups.google.com./g/net.politics/c/hNLwb0MZPE4","11/4/84",1,"netpolitics"
"TH02170","Appointment of Supreme Court Judges","https://groups.google.com./g/net.politics/c/2kPkT8lPLhE","11/4/84",1,"netpolitics"
"TH02169","Public Goods--econ lesson for renner, glosser","https://groups.google.com./g/net.politics/c/XYaLnHL5e60","11/4/84",2,"netpolitics"
"TH02168","Schultz on International Terrorism","https://groups.google.com./g/net.politics/c/lx9sguIPX7Q","11/4/84",6,"netpolitics"
"TH02167","Say, WHAT?????","https://groups.google.com./g/net.politics/c/blxQgdH6nsI","11/4/84",3,"netpolitics"
"TH02166","Dartmouth Review - Followup","https://groups.google.com./g/net.politics/c/ivpO2c1TwiY","11/4/84",1,"netpolitics"
"TH02165","Ronald Reagan's Homophobic Career: IV","https://groups.google.com./g/net.politics/c/39NZWNlWo1Q","11/4/84",5,"netpolitics"
"TH02164","Fuzzy headed liberal","https://groups.google.com./g/net.politics/c/4lbcy2SbB3g","11/4/84",2,"netpolitics"
"TH02163","'Majority' rule - (nf)","https://groups.google.com./g/net.politics/c/yBbRoAOmnXA","11/4/84",5,"netpolitics"
"TH02162","let tired lies lie","https://groups.google.com./g/net.politics/c/AMxKbydHuvg","11/3/84",1,"netpolitics"
"TH02161","JoSH in fa.poli-sci","https://groups.google.com./g/net.politics/c/KytBVcfua4Q","11/3/84",2,"netpolitics"
"TH02160","Flip-flopping Fritz","https://groups.google.com./g/net.politics/c/pmu3-7cTypM","11/3/84",3,"netpolitics"
"TH02159","LP platform - part one","https://groups.google.com./g/net.politics/c/WceXsQDg1Yw","11/3/84",2,"netpolitics"
"TH02158","Giant Smokestacks","https://groups.google.com./g/net.politics/c/J_hqzEltOrA","11/2/84",2,"netpolitics"
"TH02157","Deja vu in the Philippines","https://groups.google.com./g/net.politics/c/jxH-k86dUe0","11/2/84",3,"netpolitics"
"TH02156","Ray ""the Sham"" Shamie: IIIrd & final part","https://groups.google.com./g/net.politics/c/Q-wGUxQA6xs","11/2/84",1,"netpolitics"
"TH02155","MARVed Missiles","https://groups.google.com./g/net.politics/c/CTKQ_HWjce4","11/2/84",1,"netpolitics"
"TH02154","Ray ""the Sham"" Shamie","https://groups.google.com./g/net.politics/c/22xJfkl_BNU","11/2/84",1,"netpolitics"
"TH02153","Mondale on Technology","https://groups.google.com./g/net.politics/c/mVM5npf-POc","11/2/84",1,"netpolitics"
"TH02152","The Cat in the Hat for President","https://groups.google.com./g/net.politics/c/Cx9WjxfOWRM","11/2/84",1,"netpolitics"
"TH02151","Sihhs and Hindus","https://groups.google.com./g/net.politics/c/P-KdUydvJUM","11/2/84",1,"netpolitics"
"TH02150","Ray ""the Sham"" Shamie, Bay State loonie","https://groups.google.com./g/net.politics/c/AgfH2u9uW24","11/2/84",1,"netpolitics"
"TH02149","Walter Wego speaks out - (nf)","https://groups.google.com./g/net.politics/c/PSsTtVpRd7E","11/2/84",3,"netpolitics"
"TH02148","Starving Libertarians - (nf)","https://groups.google.com./g/net.politics/c/-rmrOAgyTRU","11/2/84",2,"netpolitics"
"TH02147","Presidential Poll Results","https://groups.google.com./g/net.politics/c/ObwJZ__kBCQ","11/2/84",1,"netpolitics"
"TH02146","To all those voting for Mondale (or undecided)","https://groups.google.com./g/net.politics/c/RmH3n-6pwWo","11/2/84",16,"netpolitics"
"TH02145","A Question for Libertarians - (nf)","https://groups.google.com./g/net.politics/c/vIaK4Ion5e0","11/2/84",3,"netpolitics"
"TH02144","taxes and the deficit","https://groups.google.com./g/net.politics/c/AooRin17vdQ","11/2/84",4,"netpolitics"
"TH02143","A Few Short Words for Election Day","https://groups.google.com./g/net.politics/c/_Iq6tDvCwps","11/2/84",1,"netpolitics"
"TH02142","Women Heads of State","https://groups.google.com./g/net.politics/c/t0Omi3Q2bUk","11/2/84",4,"netpolitics"
"TH02141","A Question for Libertarians","https://groups.google.com./g/net.politics/c/0QEevqNZNA0","11/2/84",7,"netpolitics"
"TH02140","The Game of Nations","https://groups.google.com./g/net.politics/c/4cs_ijF-Lqc","11/1/84",2,"netpolitics"
"TH02139","libertarianism vs. efficiency","https://groups.google.com./g/net.politics/c/vUmb6tX499Q","11/1/84",1,"netpolitics"
"TH02138","Indira Gandhi's assassination","https://groups.google.com./g/net.politics/c/g-xnp9nXlRM","11/1/84",1,"netpolitics"
"TH02137","Electing A President and American Politics in general","https://groups.google.com./g/net.politics/c/RaTXCSPSbuU","11/1/84",1,"netpolitics"
"TH02136","Abortion and Capital Punishment","https://groups.google.com./g/net.politics/c/RYDi8boWSUs","11/1/84",1,"netpolitics"
"TH02135","*THIS* is a choice???","https://groups.google.com./g/net.politics/c/WUh4lm2dctU","11/1/84",1,"netpolitics"
"TH02134","Effewct of Ferraro'ds womanhood on financial hassles","https://groups.google.com./g/net.politics/c/abMOagT9jaw","11/1/84",1,"netpolitics"
"TH02133","Peace in the Middle East","https://groups.google.com./g/net.politics/c/7Acwv8zSgvM","11/1/84",13,"netpolitics"
"TH02132","Fuzzy headed liberal","https://groups.google.com./g/net.politics/c/T_hKvLQiGYA","11/1/84",2,"netpolitics"
"TH02131","negative.rights","https://groups.google.com./g/net.politics/c/fxEU2opeiEQ","11/1/84",1,"netpolitics"
"TH02130","LP platform - part four","https://groups.google.com./g/net.politics/c/3_vVK3hygto","11/1/84",1,"netpolitics"
"TH02129","LP platform - part three","https://groups.google.com./g/net.politics/c/U49b8Ysbcs0","11/1/84",1,"netpolitics"
"TH02128","LP platform - part two","https://groups.google.com./g/net.politics/c/jE5ZRIIczeo","11/1/84",1,"netpolitics"
"TH02127","ERA","https://groups.google.com./g/net.politics/c/NkUPVc2lfhA","11/1/84",13,"netpolitics"
"TH02126","history","https://groups.google.com./g/net.politics/c/T8ZPGUJ1JVA","11/1/84",1,"netpolitics"
"TH02125","Answers to ??? on Libertarianism","https://groups.google.com./g/net.politics/c/ziD5Xi2GUtc","11/1/84",1,"netpolitics"
"TH02124","Private Fire Departments","https://groups.google.com./g/net.politics/c/BbJhoXd9zGI","11/1/84",1,"netpolitics"
"TH02123","Libertarianism in One Lesson","https://groups.google.com./g/net.politics/c/aXkbZfhNFHM","11/1/84",7,"netpolitics"
"TH02122","Ballistic Missile Defense","https://groups.google.com./g/net.politics/c/R3a5nl-lsGM","10/31/84",25,"netpolitics"
"TH02121","Liberal media bias","https://groups.google.com./g/net.politics/c/A5n7SO9krQw","10/31/84",17,"netpolitics"
"TH02120","More reasons to vote for Mondale","https://groups.google.com./g/net.politics/c/wF6x4YX4qWU","10/31/84",1,"netpolitics"
"TH02119","women leaders","https://groups.google.com./g/net.politics/c/nw5zQoDoM3E","10/31/84",1,"netpolitics"
"TH02118","A Reminder","https://groups.google.com./g/net.politics/c/nWvunvGibH8","10/31/84",1,"netpolitics"
"TH02117","Reagan","https://groups.google.com./g/net.politics/c/DNjMLsC7h-E","10/31/84",1,"netpolitics"
"TH02116","Bush--Ferraro Debate","https://groups.google.com./g/net.politics/c/gTtHFZdCBvk","10/31/84",1,"netpolitics"
"TH02115","Reducing the deficit by budget cuts","https://groups.google.com./g/net.politics/c/I_wXAH8qkVU","10/31/84",1,"netpolitics"
"TH02114","INdira Gandhi","https://groups.google.com./g/net.politics/c/t5lmJERZQzE","10/31/84",1,"netpolitics"
"TH02113","Who libertarians should not vote for","https://groups.google.com./g/net.politics/c/-jES7Bt_1ro","10/31/84",1,"netpolitics"
"TH02112","LaRouche campaign financing fraud","https://groups.google.com./g/net.politics/c/Loq2RfBtNJo","10/30/84",1,"netpolitics"
"TH02111","Taxes and the Deficit- Apologies to George Lake","https://groups.google.com./g/net.politics/c/vZeH-5extNg","10/30/84",1,"netpolitics"
"TH02110","Trisha Loves BIG BROTHER","https://groups.google.com./g/net.politics/c/HtTDvKT4nds","10/30/84",2,"netpolitics"
"TH02109","AN EXERCISE IN DEMOCRACY (NICARAGUA AND URUGUAY)","https://groups.google.com./g/net.politics/c/XdeV9sn2NvU","10/30/84",1,"netpolitics"
"TH02108","Lyndon LaRouche","https://groups.google.com./g/net.politics/c/9s4iN7e0Jrc","10/30/84",7,"netpolitics"
"TH02107","So willing to die","https://groups.google.com./g/net.politics/c/mPijqnmnapg","10/30/84",1,"netpolitics"
"TH02106","Their contagion, our prosperity","https://groups.google.com./g/net.politics/c/1TiylNJ-Ako","10/30/84",1,"netpolitics"
"TH02105","Offensive to Democrats :-)","https://groups.google.com./g/net.politics/c/PJwfaGtAJIw","10/30/84",1,"netpolitics"
"TH02104","a.flame","https://groups.google.com./g/net.politics/c/oEIXL5mRK-M","10/30/84",1,"netpolitics"
"TH02103","When in doubt, say something stupid","https://groups.google.com./g/net.politics/c/Bog6AJ7McRE","10/30/84",1,"netpolitics"
"TH02102","Resentment of Ferraro","https://groups.google.com./g/net.politics/c/yydVV2rw_90","10/30/84",2,"netpolitics"
"TH02101","U.S.Constitution on USENET","https://groups.google.com./g/net.politics/c/3nvDjQlASf4","10/30/84",1,"netpolitics"
"TH02100","Women Heads of State","https://groups.google.com./g/net.politics/c/oo71jnyuqzI","10/30/84",3,"netpolitics"
"TH02099","Pastoral Letter from the Episcopal House of Bishops","https://groups.google.com./g/net.politics/c/dEv5IqzXzGg","10/29/84",1,"netpolitics"
"TH02098","NJ Jobs, Science & Technology Bond Issue","https://groups.google.com./g/net.politics/c/KtFBb5dDuok","10/29/84",1,"netpolitics"
"TH02097","KNOWN BY YOUR ENEMIES","https://groups.google.com./g/net.politics/c/YzTiLZ3-VjE","10/29/84",5,"netpolitics"
"TH02096","A third Reagan/Mondale Debate (by proxy)","https://groups.google.com./g/net.politics/c/5r3xtxJjxqo","10/29/84",1,"netpolitics"
"TH02095","Ronald Reagan's Homophobic Career: III","https://groups.google.com./g/net.politics/c/VdpQRwymzr4","10/29/84",2,"netpolitics"
"TH02094","Dartmouth and National Reviews","https://groups.google.com./g/net.politics/c/Z_XOUeqzGzU","10/29/84",1,"netpolitics"
"TH02093","Lost Countries","https://groups.google.com./g/net.politics/c/DNG3LWj8Q4o","10/29/84",1,"netpolitics"
"TH02092","When in doubt, say something stupid and meaningless","https://groups.google.com./g/net.politics/c/7yJEzceJLLY","10/28/84",2,"netpolitics"
"TH02091","Election Decisions","https://groups.google.com./g/net.politics/c/LVQ8DCiMX3A","10/28/84",1,"netpolitics"
"TH02090","Philippines,Economics and Bob","https://groups.google.com./g/net.politics/c/_OiJuLJP-hw","10/28/84",4,"netpolitics"
"TH02089","To all those voting for Mondale","https://groups.google.com./g/net.politics/c/aJe2HCSYuIE","10/27/84",1,"netpolitics"
"TH02088","Ronald Reagan's Homophobic Career: II","https://groups.google.com./g/net.politics/c/PLqd0zwPttU","10/27/84",2,"netpolitics"
"TH02087","Quote for the day","https://groups.google.com./g/net.politics/c/RVrV68v0eXM","10/27/84",1,"netpolitics"
"TH02086","A Different Feminist Viewpoint re: Abortion","https://groups.google.com./g/net.politics/c/Nn5VooWZ1dc","10/26/84",1,"netpolitics"
"TH02085","Libertarian Party platform - anyone interested ?","https://groups.google.com./g/net.politics/c/mhJeXgYGGWg","10/26/84",1,"netpolitics"
"TH02084","Wanted: Merit Pay feedback","https://groups.google.com./g/net.politics/c/8aSoOdsykmE","10/25/84",1,"netpolitics"
"TH02083","Walter Wego speaks out","https://groups.google.com./g/net.politics/c/GUTBfWg95iU","10/25/84",2,"netpolitics"
"TH02082","Was WWII Japan close to developing la bomba?","https://groups.google.com./g/net.politics/c/xEXztX7noAM","10/25/84",3,"netpolitics"
"TH02081","Presidential Poll","https://groups.google.com./g/net.politics/c/kYoNWuqJ2tQ","10/25/84",3,"netpolitics"
"TH02080","Vietnam II","https://groups.google.com./g/net.politics/c/nEO5HSWwjl4","10/24/84",1,"netpolitics"
"TH02079","In re ""In re""","https://groups.google.com./g/net.politics/c/KLdNT2nDVrw","10/23/84",1,"netpolitics"
"TH02078","Relevant quote for the coming elections","https://groups.google.com./g/net.politics/c/fUZ_7JGuiCI","10/23/84",3,"netpolitics"
"TH02077","The Beef on Lyndon LaRouche","https://groups.google.com./g/net.politics/c/TubujUQJWEo","10/23/84",1,"netpolitics"
"TH02076","Context of the Debate","https://groups.google.com./g/net.politics/c/5VYRC27CFMI","10/23/84",13,"netpolitics"
"TH02075","President's joke","https://groups.google.com./g/net.politics/c/u04hhG9aQZU","10/23/84",1,"netpolitics"
"TH02074","Mark Modig on Why We Dropped the Bomb?","https://groups.google.com./g/net.politics/c/RQiiykldmpE","10/22/84",1,"netpolitics"
"TH02073","Politics, morals and nukes","https://groups.google.com./g/net.politics/c/z-f8Z7GNtoc","10/22/84",19,"netpolitics"
"TH02072","Zaccaro wants a cabinet post","https://groups.google.com./g/net.politics/c/ZEimXIlXRqg","10/22/84",5,"netpolitics"
"TH02071","Birth Control Via Abortion","https://groups.google.com./g/net.politics/c/FGDfYgGIuCg","10/22/84",6,"netpolitics"
"TH02070","lebanon","https://groups.google.com./g/net.politics/c/lKAgTBZe6YQ","10/22/84",2,"netpolitics"
"TH02069","Foreign policy presidential debate","https://groups.google.com./g/net.politics/c/6Seg5dVosTs","10/21/84",1,"netpolitics"
"TH02068","Somewhat puzzled reply to Rich Rosen on libertarianism","https://groups.google.com./g/net.politics/c/AYUVUG0dzcY","10/21/84",3,"netpolitics"
"TH02067","replies to trc, stuart, danw, and rsl","https://groups.google.com./g/net.politics/c/yGj5nXvkC6M","10/21/84",3,"netpolitics"
"TH02066","Reply to Mike Ward","https://groups.google.com./g/net.politics/c/vs_W0Hol6jo","10/20/84",1,"netpolitics"
"TH02065","George Bush and ""Mrs. Ferraro""","https://groups.google.com./g/net.politics/c/VzE3di_z_kk","10/20/84",3,"netpolitics"
"TH02064","I'm off to see Fritz and Gerry!","https://groups.google.com./g/net.politics/c/rA5_OelC4yg","10/19/84",2,"netpolitics"
"TH02063","Economics, Philippines and Bob","https://groups.google.com./g/net.politics/c/kgvq23XrpNI","10/19/84",2,"netpolitics"
"TH02062","Abortion and Capital Punishment","https://groups.google.com./g/net.politics/c/CW6McCHurfA","10/19/84",1,"netpolitics"
"TH02061","Reply to Kin Wong","https://groups.google.com./g/net.politics/c/aM-lgh_bfGo","10/18/84",2,"netpolitics"
"TH02060","Statements on the Killing of Brian Stewart age 13 by the British Army","https://groups.google.com./g/net.politics/c/Kx2wW2d4pRo","10/17/84",2,"netpolitics"
"TH02059","What is fair?","https://groups.google.com./g/net.politics/c/sUsA1xK-P6w","10/17/84",1,"netpolitics"
"TH02058","Soviet Strategies","https://groups.google.com./g/net.politics/c/tEgmEUIQgLY","10/17/84",1,"netpolitics"
"TH02057","Scott Renner's reply to the Birth Control via Abortion discussion","https://groups.google.com./g/net.politics/c/umuWV-RN2xA","10/16/84",1,"netpolitics"
"TH02056","Gerry's House seat","https://groups.google.com./g/net.politics/c/v_OtTVrb-H0","10/16/84",1,"netpolitics"
"TH02055","Ferraro quotes to scourge Reaganites","https://groups.google.com./g/net.politics/c/D8BlFIdjzZk","10/16/84",1,"netpolitics"
"TH02054","Reagan....and Bruce Springsteen???","https://groups.google.com./g/net.politics/c/q813ZETUxEo","10/16/84",1,"netpolitics"
"TH02053","J. Myers on Japan/WWII","https://groups.google.com./g/net.politics/c/sFC-Bj_OjaU","10/15/84",2,"netpolitics"
"TH02052","Japanese Military","https://groups.google.com./g/net.politics/c/adC4drmzDT4","10/15/84",3,"netpolitics"
"TH02051","Disarm. & Foreign Policy","https://groups.google.com./g/net.politics/c/bHh0dfKtftk","10/15/84",8,"netpolitics"
"TH02050","Debate suggestions","https://groups.google.com./g/net.politics/c/zUi7xGATKy0","10/15/84",1,"netpolitics"
"TH02049","moRe: Politics, morals, & nukes","https://groups.google.com./g/net.politics/c/pmS6ekDSnAU","10/14/84",1,"netpolitics"
"TH02048","a question","https://groups.google.com./g/net.politics/c/LCVR_7q1wrY","10/14/84",4,"netpolitics"
"TH02047","U.S. inhumane v/v Japan & A-bomb?","https://groups.google.com./g/net.politics/c/2z-lINGVq-A","10/14/84",3,"netpolitics"
"TH02046","SANDANISTAN DEMOCRACY","https://groups.google.com./g/net.politics/c/TsLUxpkTIbA","10/14/84",1,"netpolitics"
"TH02045","`Debate' suggestion","https://groups.google.com./g/net.politics/c/JPk2FOiHkbI","10/13/84",3,"netpolitics"
"TH02044","Nuclear Weapons and City Attacks: Reply to Rubin and Medin","https://groups.google.com./g/net.politics/c/RHfu7tH_z4I","10/13/84",2,"netpolitics"
"TH02043","Essay: net.politcs.tennis","https://groups.google.com./g/net.politics/c/QSWA-07TuPo","10/13/84",1,"netpolitics"
"TH02042","Essay: net.politics.tennis","https://groups.google.com./g/net.politics/c/D6l1-g0setk","10/13/84",1,"netpolitics"
"TH02041","Reagan....and Bruce Springsteen???","https://groups.google.com./g/net.politics/c/dCKpMypjxj8","10/13/84",1,"netpolitics"
"TH02040","Ferraro quotes to scourge Reaganites","https://groups.google.com./g/net.politics/c/cPB-EJeN-KE","10/12/84",2,"netpolitics"
"TH02039","Documentary Evidence of Another Child-killing by the British Army","https://groups.google.com./g/net.politics/c/-YNYze1C27g","10/12/84",1,"netpolitics"
"TH02038","gagging left and right","https://groups.google.com./g/net.politics/c/BConooXcgMA","10/12/84",1,"netpolitics"
"TH02037","REGAN'S JOKE","https://groups.google.com./g/net.politics/c/0gtef6VMdMA","10/12/84",2,"netpolitics"
"TH02036","Star Wars Defense...","https://groups.google.com./g/net.politics/c/6mR_i3IRVl0","10/12/84",34,"netpolitics"
"TH02035","Reply to mokhtar: Why 2nd bomb so soon?","https://groups.google.com./g/net.politics/c/Xll2Issifxw","10/12/84",1,"netpolitics"
"TH02034","New documentary coming","https://groups.google.com./g/net.politics/c/R3gOHjoD1X4","10/12/84",1,"netpolitics"
"TH02033","A commom senerio.","https://groups.google.com./g/net.politics/c/fe41WiPxB1Y","10/12/84",2,"netpolitics"
"TH02032","Why I'm voting for Mondale - Part II","https://groups.google.com./g/net.politics/c/d2Bt8deGyq0","10/12/84",2,"netpolitics"
"TH02031","A vote for ""nobody"" this November","https://groups.google.com./g/net.politics/c/n0_7wyLOe8c","10/12/84",9,"netpolitics"
"TH02030","New Jersey Resident Seeks Political Asylum","https://groups.google.com./g/net.politics/c/HwxYVw8cALY","10/12/84",3,"netpolitics"
"TH02029","Death of a Terrorist? Reply to Dave Peak: Part 3","https://groups.google.com./g/net.politics/c/GakVyO8H3vA","10/11/84",1,"netpolitics"
"TH02028","About the phillipines (take note bob)","https://groups.google.com./g/net.politics/c/fKL8Ob6HTZ0","10/11/84",1,"netpolitics"
"TH02027","A commom senerio.","https://groups.google.com./g/net.politics/c/4yfGwVf49oA","10/11/84",1,"netpolitics"
"TH02026","The IRA Apologist Yelps Again.","https://groups.google.com./g/net.politics/c/s2us92FI2ew","10/11/84",1,"netpolitics"
"TH02025","What/Who is McWhirter?","https://groups.google.com./g/net.politics/c/58CCnSU1Mfo","10/11/84",2,"netpolitics"
"TH02024","Star Wars Defense Plan","https://groups.google.com./g/net.politics/c/3Q20MAPyWfs","10/11/84",32,"netpolitics"
"TH02023","What sane people would not want to do","https://groups.google.com./g/net.politics/c/GGM7s-D2NBA","10/10/84",1,"netpolitics"
"TH02022","Coercion, tact, and government","https://groups.google.com./g/net.politics/c/WFkSxkkogiU","10/10/84",1,"netpolitics"
"TH02021","Scientists study Flaming","https://groups.google.com./g/net.politics/c/CGqLDOw6fkY","10/10/84",1,"netpolitics"
"TH02020","Death of a Terrorist? Part 1: Back to you Dave!","https://groups.google.com./g/net.politics/c/tkfeDbphWvQ","10/10/84",1,"netpolitics"
"TH02019","Why the second bomb?","https://groups.google.com./g/net.politics/c/gmyR6YNRcMg","10/10/84",1,"netpolitics"
"TH02018","The Great Debates","https://groups.google.com./g/net.politics/c/GbjvGK1y20c","10/10/84",1,"netpolitics"
"TH02017","Death of a Terrorist? Reply to Dave Peak: Part 2","https://groups.google.com./g/net.politics/c/CTIOsHElXp4","10/10/84",1,"netpolitics"
"TH02016","Mondale-Reagan debate","https://groups.google.com./g/net.politics/c/5dG8VfZxmec","10/10/84",2,"netpolitics"
"TH02015","Why I'm voting for Mondale, Part I: The Economy","https://groups.google.com./g/net.politics/c/gNLEbu4-al0","10/9/84",1,"netpolitics"
"TH02014","Listen to Radio Moscow","https://groups.google.com./g/net.politics/c/UH9L9SVm51Y","10/9/84",7,"netpolitics"
"TH02013","Why the second bomb, on Nagasaki ?","https://groups.google.com./g/net.politics/c/N3BNlbQTezE","10/9/84",2,"netpolitics"
"TH02012","Reconsiderations on Hiroshima...","https://groups.google.com./g/net.politics/c/wOenrDdLkyI","10/9/84",1,"netpolitics"
"TH02011","general rights","https://groups.google.com./g/net.politics/c/YNsou3w6daM","10/8/84",1,"netpolitics"
"TH02010","Death of a Terrorist? Reply to Dave Peak: Part 1","https://groups.google.com./g/net.politics/c/RFWATSKcAQk","10/8/84",1,"netpolitics"
"TH02009","lay m' off","https://groups.google.com./g/net.politics/c/LciayTboSQA","10/8/84",1,"netpolitics"
"TH02008","This is a Test. No Message Within. Hit ""n"" key.","https://groups.google.com./g/net.politics/c/7NJDFRkx5UU","10/8/84",1,"netpolitics"
"TH02007","Reply to T.C. Wheeler on Political Asylum for Ann Devaney","https://groups.google.com./g/net.politics/c/fi5ubEYHcas","10/8/84",1,"netpolitics"
"TH02006","Gagging Left and Right","https://groups.google.com./g/net.politics/c/fXCqiAvZx9A","10/8/84",1,"netpolitics"
"TH02005","?Facts? This is an election year.","https://groups.google.com./g/net.politics/c/cHKb6z7K-14","10/8/84",1,"netpolitics"
"TH02004","Interesting article on the theory of voting in American Scientist","https://groups.google.com./g/net.politics/c/CuSUFkDBMqU","10/8/84",1,"netpolitics"
"TH02003","libertarianism","https://groups.google.com./g/net.politics/c/XoOU2uYriX0","10/7/84",1,"netpolitics"
"TH02002","Death of a Terrorist?","https://groups.google.com./g/net.politics/c/fCk3-LrSQdc","10/7/84",1,"netpolitics"
"TH02001","Sandinistan democracy","https://groups.google.com./g/net.politics/c/e-E7yGQbDC4","10/6/84",2,"netpolitics"
"TH02000","George Washington on Religion","https://groups.google.com./g/net.politics/c/qHeVuGRjvFo","10/5/84",2,"netpolitics"
"TH01999","SANDANISTAN DEMOCRACY","https://groups.google.com./g/net.politics/c/P1xvmBK-BHs","10/5/84",2,"netpolitics"
"TH01998","Limited Congressional Terms","https://groups.google.com./g/net.politics/c/4a9PRJvEaRE","10/5/84",1,"netpolitics"
"TH01997","Soviet arms control violations - (nf)","https://groups.google.com./g/net.politics/c/wbIvZl1tn2c","10/5/84",6,"netpolitics"
"TH01996","nicaragua","https://groups.google.com./g/net.politics/c/VNFgZyOVB7g","10/5/84",3,"netpolitics"
"TH01995","Homework/Piecework/Telecommuting","https://groups.google.com./g/net.politics/c/FK466Mfpe54","10/5/84",1,"netpolitics"
"TH01994","Backlash?","https://groups.google.com./g/net.politics/c/KqATP8J2_Ks","10/5/84",1,"netpolitics"
"TH01993","A Correction to Corrected History","https://groups.google.com./g/net.politics/c/SFQNhoCma5M","10/5/84",1,"netpolitics"
"TH01992","Death of a Terrorist?","https://groups.google.com./g/net.politics/c/WWCanj7vYC4","10/5/84",3,"netpolitics"
"TH01991","Strategic Reserve Force Proposed by Air Force","https://groups.google.com./g/net.politics/c/nJ7KVUb5jGY","10/5/84",1,"netpolitics"
"TH01990","History Corrected","https://groups.google.com./g/net.politics/c/PJBUZkA7OtY","10/4/84",1,"netpolitics"
"TH01989","Union Contributions to Art.","https://groups.google.com./g/net.politics/c/frZrdq4n1Eo","10/4/84",1,"netpolitics"
"TH01988","press coverage in Grenada -- A new TV documentary","https://groups.google.com./g/net.politics/c/vFsvCPfu6_o","10/4/84",1,"netpolitics"
"TH01987","Talking Like A Reagun (in RE to MILO)","https://groups.google.com./g/net.politics/c/WMpEeUqtLgE","10/4/84",2,"netpolitics"
"TH01986","GLASS HOUSES","https://groups.google.com./g/net.politics/c/tBGkUqPsuFM","10/4/84",2,"netpolitics"
"TH01985","Rights under the ERA","https://groups.google.com./g/net.politics/c/n4nhgam5Uqs","10/4/84",1,"netpolitics"
"TH01984","HOW ABOUT","https://groups.google.com./g/net.politics/c/Ov2PXyAMU5c","10/4/84",1,"netpolitics"
"TH01983","Re libertarianism and force","https://groups.google.com./g/net.politics/c/fsVcLyRa47Q","10/3/84",1,"netpolitics"
"TH01982","Japan and the Bomb","https://groups.google.com./g/net.politics/c/BsavBryK6Xw","10/3/84",1,"netpolitics"
"TH01981","Some Joke","https://groups.google.com./g/net.politics/c/mso2qUgOChw","10/3/84",1,"netpolitics"
"TH01980","nicaragua","https://groups.google.com./g/net.politics/c/QCTyCBBhOzs","10/3/84",6,"netpolitics"
"TH01979","Trees and List of Reagan's mistakes","https://groups.google.com./g/net.politics/c/Bpt2qP-_TD8","10/3/84",1,"netpolitics"
"TH01978","Trees and list of Reagan's mistakes","https://groups.google.com./g/net.politics/c/oB5XRWU55Ek","10/3/84",1,"netpolitics"
"TH01977","Reagon's mistakes - list wanted","https://groups.google.com./g/net.politics/c/3YT9BxqDHFc","10/3/84",8,"netpolitics"
"TH01976","Was the US plot against Chile a Leftist fabrication?","https://groups.google.com./g/net.politics/c/ZftXj-hqoPM","10/3/84",1,"netpolitics"
"TH01975","the proposed equal-rights amendment","https://groups.google.com./g/net.politics/c/L3XQz3oAqkM","10/2/84",1,"netpolitics"
"TH01974","Damn Russians","https://groups.google.com./g/net.politics/c/GXDOSS1WllE","10/2/84",2,"netpolitics"
"TH01973","Nutrition in China vs Nutrition in the US","https://groups.google.com./g/net.politics/c/uDDYf4H0DhM","10/2/84",1,"netpolitics"
"TH01972","Whoa! WHAT propaganda campaign?","https://groups.google.com./g/net.politics/c/5iHYLy_Qkag","10/2/84",6,"netpolitics"
"TH01971","Films About Nicaragua","https://groups.google.com./g/net.politics/c/rlRKRF--PO0","10/2/84",1,"netpolitics"
"TH01970","The Culture of Technology","https://groups.google.com./g/net.politics/c/chJCRRwik10","10/2/84",1,"netpolitics"
"TH01969","Arms Race Map","https://groups.google.com./g/net.politics/c/VczZv_BiqjM","10/2/84",1,"netpolitics"
"TH01968","Gender Gap Myth revealed - (nf)","https://groups.google.com./g/net.politics/c/Ws7LfobHGuI","10/1/84",2,"netpolitics"
"TH01967","Not about: Reagan's joke","https://groups.google.com./g/net.politics/c/SNZHU7n3ays","10/1/84",1,"netpolitics"
"TH01966","Liberterianism","https://groups.google.com./g/net.politics/c/TebUJIhzdTg","10/1/84",4,"netpolitics"
"TH01965","Northern Ireland Coroner Quits Over Killings by RUC","https://groups.google.com./g/net.politics/c/fZ_tAsk0MB0","10/1/84",2,"netpolitics"
"TH01964","Vagueness, ERA, and the Constitution","https://groups.google.com./g/net.politics/c/yk2HNmPef50","10/1/84",2,"netpolitics"
