"Unique_ThreadID","newsgroup","newsgroup_ID","NG_Relative_ThreadID","Thread.Title","URL","Date","Number.of.Messages"
"NG04_TH00201","netpolitics","NG04","TH00201","Imperialism and small countries","https://groups.google.com./g/net.politics/c/B8VYLXO_CJc",1983-04-19,1
"NG04_TH00200","netpolitics","NG04","TH00200","Calling home pays for war preparation and CIA dirtywork","https://groups.google.com./g/net.politics/c/-rIf6mPHIN0",1983-04-19,2
"NG04_TH00199","netpolitics","NG04","TH00199","Update on telephone tax info","https://groups.google.com./g/net.politics/c/CSJBA9B-834",1983-04-19,1
"NG04_TH00198","netpolitics","NG04","TH00198","The third option... (NUKES) - (nf)","https://groups.google.com./g/net.politics/c/2W3rmO1KAgA",1983-04-19,1
"NG04_TH00197","netpolitics","NG04","TH00197","economic coercion, Phillipines, Chile","https://groups.google.com./g/net.politics/c/c0ruSGYsGBI",1983-04-18,1
"NG04_TH00196","netpolitics","NG04","TH00196","A Question on Disarmament - (nf)","https://groups.google.com./g/net.politics/c/qAIFvxfD6Y8",1983-04-18,3
"NG04_TH00195","netpolitics","NG04","TH00195","Help get someone out of USSR","https://groups.google.com./g/net.politics/c/oQ8NF9ctG_c",1983-04-18,1
"NG04_TH00194","netpolitics","NG04","TH00194","Gandhi/'Gandhi' in South Africa","https://groups.google.com./g/net.politics/c/xxCOL_k9xtc",1983-04-17,1
"NG04_TH00193","netpolitics","NG04","TH00193","Modified note on the 3rd Option","https://groups.google.com./g/net.politics/c/cs5VVXaZPhE",1983-04-16,1
"NG04_TH00192","netpolitics","NG04","TH00192","the GOOD GRIEF argument","https://groups.google.com./g/net.politics/c/IECKDuVRHzs",1983-04-14,1
"NG04_TH00191","netpolitics","NG04","TH00191","Draft Resisters","https://groups.google.com./g/net.politics/c/q_WDiCaL2_w",1983-04-13,1
"NG04_TH00190","netpolitics","NG04","TH00190","Draft Resistance postscript","https://groups.google.com./g/net.politics/c/01KhMMIvZUA",1983-04-13,1
"NG04_TH00189","netpolitics","NG04","TH00189","Domino revisited","https://groups.google.com./g/net.politics/c/lGsTk85QFHw",1983-04-13,1
"NG04_TH00188","netpolitics","NG04","TH00188","Re - A Question on Disarmament","https://groups.google.com./g/net.politics/c/TJciBBsCIS0",1983-04-13,1
"NG04_TH00187","netpolitics","NG04","TH00187","U.S. involvement in S. America","https://groups.google.com./g/net.politics/c/Ei8PNdjh23Y",1983-04-12,1
"NG04_TH00186","netpolitics","NG04","TH00186","JS's response to the 3RD option","https://groups.google.com./g/net.politics/c/HHYZFLvBUv8",1983-04-12,1
"NG04_TH00185","netpolitics","NG04","TH00185","Watt","https://groups.google.com./g/net.politics/c/uzsVxOXwiBw",1983-04-12,1
"NG04_TH00184","netpolitics","NG04","TH00184","The FREEZE REAGAN/BUSH Campaign","https://groups.google.com./g/net.politics/c/MrFlshAgaOw",1983-04-10,1
"NG04_TH00183","netpolitics","NG04","TH00183","The Domino Revisited","https://groups.google.com./g/net.politics/c/r6rVp1bWh-I",1983-04-10,1
"NG04_TH00182","netpolitics","NG04","TH00182","Irrelevant Issues - (nf)","https://groups.google.com./g/net.politics/c/H1k78spgeAg",1983-04-10,1
"NG04_TH00181","netpolitics","NG04","TH00181","More on Nam","https://groups.google.com./g/net.politics/c/r2k4j_-w69k",1983-04-09,1
"NG04_TH00180","netpolitics","NG04","TH00180","Irrelevant Issues","https://groups.google.com./g/net.politics/c/mZd6p2bz4cQ",1983-04-07,1
"NG04_TH00179","netpolitics","NG04","TH00179","Arms Limitation","https://groups.google.com./g/net.politics/c/AcsMrxbOvoY",1983-04-07,2
"NG04_TH00178","netpolitics","NG04","TH00178","A nuclear conspiracy","https://groups.google.com./g/net.politics/c/pIaEVKYdc-0",1983-04-07,1
"NG04_TH00177","netpolitics","NG04","TH00177","Freezniks Unite!","https://groups.google.com./g/net.politics/c/4moqUgD9eKY",1983-04-07,1
"NG04_TH00176","netpolitics","NG04","TH00176","A clarification on taxes and international law","https://groups.google.com./g/net.politics/c/CWG9FfNoIgY",1983-04-06,1
"NG04_TH00175","netpolitics","NG04","TH00175","Re - How to Save the World","https://groups.google.com./g/net.politics/c/HYVneo0-PwQ",1983-04-06,1
"NG04_TH00174","netpolitics","NG04","TH00174","Vietnam","https://groups.google.com./g/net.politics/c/oSbOIStd-dQ",1983-04-06,1
"NG04_TH00173","netpolitics","NG04","TH00173","Common Guilt","https://groups.google.com./g/net.politics/c/5RWhxXZW18c",1983-04-06,2
"NG04_TH00172","netpolitics","NG04","TH00172","payment under duress (cca.4549 follo - (nf)","https://groups.google.com./g/net.politics/c/8FW6wyNKh3k",1983-04-06,1
"NG04_TH00171","netpolitics","NG04","TH00171","How to Save the World","https://groups.google.com./g/net.politics/c/DWmNDVhEURg",1983-04-06,3
"NG04_TH00170","netpolitics","NG04","TH00170","How many Jews slaughtered?","https://groups.google.com./g/net.politics/c/v-eP2xlGZJU",1983-04-05,5
"NG04_TH00169","netpolitics","NG04","TH00169","payment under duress (cca.4549 followup)","https://groups.google.com./g/net.politics/c/B0qxe-8tzUo",1983-04-05,2
"NG04_TH00168","netpolitics","NG04","TH00168","Nearly all of us are guilty","https://groups.google.com./g/net.politics/c/FthGBDz_XbE",1983-04-04,4
"NG04_TH00167","netpolitics","NG04","TH00167","You can keep your common guilt... - (nf)","https://groups.google.com./g/net.politics/c/7CN-7MoxOQ8",1983-04-04,1
"NG04_TH00166","netpolitics","NG04","TH00166","Any nuke designers out there?","https://groups.google.com./g/net.politics/c/wU2MEhNXHnY",1983-04-04,1
"NG04_TH00165","netpolitics","NG04","TH00165","The larger issue of the Nestle boycott, & South Africa","https://groups.google.com./g/net.politics/c/Q0MQBOso2dM",1983-04-02,1
"NG04_TH00164","netpolitics","NG04","TH00164","You can keep your common guilt...","https://groups.google.com./g/net.politics/c/u6c7uipyr9o",1983-04-01,1
"NG04_TH00163","netpolitics","NG04","TH00163","Freedom and Religion","https://groups.google.com./g/net.politics/c/aTOOqN5Ozjw",1983-04-01,1
"NG04_TH00162","netpolitics","NG04","TH00162","complicity=guilt?","https://groups.google.com./g/net.politics/c/VD2po5uL2_Y",1983-03-31,1
"NG04_TH00161","netpolitics","NG04","TH00161","The wider issue of Japanese Internment","https://groups.google.com./g/net.politics/c/2_zodea7A6M",1983-03-29,2
"NG04_TH00160","netpolitics","NG04","TH00160","The True Tragedy of the Commons","https://groups.google.com./g/net.politics/c/VQ49jrZekj4",1983-03-29,2
"NG04_TH00159","netpolitics","NG04","TH00159","Governments and other thieves","https://groups.google.com./g/net.politics/c/DmXNd5GVbKk",1983-03-25,1
"NG04_TH00158","netpolitics","NG04","TH00158","Dangerous Persons List - (nf)","https://groups.google.com./g/net.politics/c/Kyvoy5faZaE",1983-03-23,1
"NG04_TH00157","netpolitics","NG04","TH00157","Reason for a government","https://groups.google.com./g/net.politics/c/YdvqIRO__Vg",1983-03-21,1
"NG04_TH00156","netpolitics","NG04","TH00156","freedom from/to - (nf)","https://groups.google.com./g/net.politics/c/TMgL07cPIFI",1983-03-17,1
"NG04_TH00155","netpolitics","NG04","TH00155","El Salvador","https://groups.google.com./g/net.politics/c/Vhpg64BTjK4",1983-03-17,1
"NG04_TH00154","netpolitics","NG04","TH00154","Freedom from FEAR","https://groups.google.com./g/net.politics/c/Jej6w8RaHVQ",1983-03-17,1
"NG04_TH00153","netpolitics","NG04","TH00153","Tragic Commons Again","https://groups.google.com./g/net.politics/c/DIYLl5518nI",1983-03-17,1
"NG04_TH00152","netpolitics","NG04","TH00152","Roosevelt response","https://groups.google.com./g/net.politics/c/qzIw610lR3U",1983-03-17,1
"NG04_TH00151","netpolitics","NG04","TH00151","Re Response to Billions","https://groups.google.com./g/net.politics/c/_eBssGvPV8c",1983-03-17,1
"NG04_TH00150","netpolitics","NG04","TH00150","The Banality of the Commons - (nf)","https://groups.google.com./g/net.politics/c/AtweTvN_kPQ",1983-03-13,1
"NG04_TH00149","netpolitics","NG04","TH00149","Rich People","https://groups.google.com./g/net.politics/c/DnKm7IpGhCM",1983-03-13,1
"NG04_TH00148","netpolitics","NG04","TH00148","BILLIONS and BILLIONS","https://groups.google.com./g/net.politics/c/fdINwwNg_cA",1983-03-13,2
"NG04_TH00147","netpolitics","NG04","TH00147","When My Life Is Not My Own - (nf)","https://groups.google.com./g/net.politics/c/HyjOc95gD4k",1983-03-13,1
"NG04_TH00146","netpolitics","NG04","TH00146","Reason for a government","https://groups.google.com./g/net.politics/c/cBV5srwwfTU",1983-03-12,2
"NG04_TH00145","netpolitics","NG04","TH00145","Frank Spinney in JIR","https://groups.google.com./g/net.politics/c/MWFi5RQIMv8",1983-03-12,1
"NG04_TH00144","netpolitics","NG04","TH00144","freedom from/to - (nf)","https://groups.google.com./g/net.politics/c/8ittSP7BrJ8",1983-03-12,1
"NG04_TH00143","netpolitics","NG04","TH00143","hey - (nf)","https://groups.google.com./g/net.politics/c/v1yaKYEA6pU",1983-03-12,1
"NG04_TH00142","netpolitics","NG04","TH00142","pro-choice groups","https://groups.google.com./g/net.politics/c/HtVXbxKIquQ",1983-03-11,1
"NG04_TH00141","netpolitics","NG04","TH00141","taxing the unemployed - (nf)","https://groups.google.com./g/net.politics/c/p9yjpQiwvl4",1983-03-11,1
"NG04_TH00140","netpolitics","NG04","TH00140","Monarchies today","https://groups.google.com./g/net.politics/c/g92Oo_SMiwo",1983-03-11,3
"NG04_TH00139","netpolitics","NG04","TH00139","Property Rights and justice","https://groups.google.com./g/net.politics/c/CgViiuykKZI",1983-03-10,2
"NG04_TH00138","netpolitics","NG04","TH00138","Monarchies today parse date string","https://groups.google.com./g/net.politics/c/ZF0ZNEzjWQ0",1983-03-09,2
"NG04_TH00137","netpolitics","NG04","TH00137","Japanese Internment Camps","https://groups.google.com./g/net.politics/c/byhnUUURh5o",1983-03-09,2
"NG04_TH00136","netpolitics","NG04","TH00136","(Old) Survey Results","https://groups.google.com./g/net.politics/c/M_9j-YAThRs",1983-03-09,1
"NG04_TH00135","netpolitics","NG04","TH00135","root question on government","https://groups.google.com./g/net.politics/c/E8fUl9ONmfA",1983-03-09,1
"NG04_TH00134","netpolitics","NG04","TH00134","rich people","https://groups.google.com./g/net.politics/c/-_3AuUrjUnQ",1983-03-09,1
"NG04_TH00133","netpolitics","NG04","TH00133","When My Life Is Not My Own","https://groups.google.com./g/net.politics/c/EFxS5IA-7_8",1983-03-09,2
"NG04_TH00132","netpolitics","NG04","TH00132","Monarchies Today","https://groups.google.com./g/net.politics/c/-S-Dk9sUZMA",1983-03-08,1
"NG04_TH00131","netpolitics","NG04","TH00131","Social responsibility/obligation","https://groups.google.com./g/net.politics/c/V68PueMzMHE",1983-03-07,1
"NG04_TH00130","netpolitics","NG04","TH00130","a new topic: privacy - (nf)","https://groups.google.com./g/net.politics/c/d4zpNuZdMsY",1983-03-07,2
"NG04_TH00129","netpolitics","NG04","TH00129","Marxist Computer Science - (nf)","https://groups.google.com./g/net.politics/c/Yy0GGSqm1o4",1983-03-02,1
"NG04_TH00128","netpolitics","NG04","TH00128","What's wrong with socialism/and libertarianism","https://groups.google.com./g/net.politics/c/ls3z4RbanxA",1983-03-02,1
"NG04_TH00127","netpolitics","NG04","TH00127","reagan","https://groups.google.com./g/net.politics/c/q9AheGsu6OU",1983-03-01,4
"NG04_TH00126","netpolitics","NG04","TH00126","Socialism - (nf)","https://groups.google.com./g/net.politics/c/_cmcaXfT8JQ",1983-03-01,2
"NG04_TH00125","netpolitics","NG04","TH00125","The Roots of Socialism are rotted - (nf)","https://groups.google.com./g/net.politics/c/I5jliS1w55g",1983-03-01,1
"NG04_TH00124","netpolitics","NG04","TH00124","Ayn Rand et al rotten roots of socialism","https://groups.google.com./g/net.politics/c/mem832bMYvQ",1983-03-01,1
"NG04_TH00123","netpolitics","NG04","TH00123","PDX LBJ Alert","https://groups.google.com./g/net.politics/c/y1rPLYdNhoY",1983-02-28,1
"NG04_TH00122","netpolitics","NG04","TH00122","sad flame on flaming","https://groups.google.com./g/net.politics/c/eXQLJtBR6fo",1983-02-28,1
"NG04_TH00121","netpolitics","NG04","TH00121","Reagan/Loomis","https://groups.google.com./g/net.politics/c/RpU2AzVHUHc",1983-02-28,1
"NG04_TH00120","netpolitics","NG04","TH00120","reagan - (nf)","https://groups.google.com./g/net.politics/c/FouUiqc9oOg",1983-02-28,1
"NG04_TH00119","netpolitics","NG04","TH00119","a new topic: privacy","https://groups.google.com./g/net.politics/c/ZA7N5eRg9ug",1983-02-26,1
"NG04_TH00118","netpolitics","NG04","TH00118","Marxist Computer Science","https://groups.google.com./g/net.politics/c/eo4_cHXOn_Y",1983-02-26,1
"NG04_TH00117","netpolitics","NG04","TH00117","Roots are still rotten","https://groups.google.com./g/net.politics/c/WlHaFm4CtPY",1983-02-26,2
"NG04_TH00116","netpolitics","NG04","TH00116","Socialism","https://groups.google.com./g/net.politics/c/5pJQ4frORwA",1983-02-26,3
"NG04_TH00115","netpolitics","NG04","TH00115","Canadian propaganda","https://groups.google.com./g/net.politics/c/WBw1ZvSpl80",1983-02-26,1
"NG04_TH00114","netpolitics","NG04","TH00114","Canadian ""propaganda""","https://groups.google.com./g/net.politics/c/eqgw74laBpY",1983-02-25,3
"NG04_TH00113","netpolitics","NG04","TH00113","What IS wrong with socialism","https://groups.google.com./g/net.politics/c/pRnhlJ9ckD8",1983-02-25,7
"NG04_TH00112","netpolitics","NG04","TH00112","A question of selfishness","https://groups.google.com./g/net.politics/c/nL7wx7ucTkY",1983-02-25,1
"NG04_TH00111","netpolitics","NG04","TH00111","Socialism & TPC","https://groups.google.com./g/net.politics/c/rOyTOGg0DIs",1983-02-25,1
"NG04_TH00110","netpolitics","NG04","TH00110","Socalism","https://groups.google.com./g/net.politics/c/c-2z_hBskj0",1983-02-25,1
"NG04_TH00109","netpolitics","NG04","TH00109","More on 'isms","https://groups.google.com./g/net.politics/c/9TKGnbbNZJ0",1983-02-25,1
"NG04_TH00108","netpolitics","NG04","TH00108","Today's 'Isms","https://groups.google.com./g/net.politics/c/FnlsG961r9Q",1983-02-25,1
"NG04_TH00107","netpolitics","NG04","TH00107","More Rotted Roots (A Reply)","https://groups.google.com./g/net.politics/c/iOY4qFM1IoA",1983-02-25,1
"NG04_TH00106","netpolitics","NG04","TH00106","socialism/capitalism/Ayn Rand","https://groups.google.com./g/net.politics/c/K3WVyEHVmz8",1983-02-24,1
"NG04_TH00105","netpolitics","NG04","TH00105","The Roots of Socialism are rotted","https://groups.google.com./g/net.politics/c/3rli2jfdmn4",1983-02-24,2
"NG04_TH00104","netpolitics","NG04","TH00104","Answer to question about what's - (nf)","https://groups.google.com./g/net.politics/c/AIwDxtWK8Wg",1983-02-24,1
"NG04_TH00103","netpolitics","NG04","TH00103","socialism, capitalism, and strikes - (nf)","https://groups.google.com./g/net.politics/c/KQI-xcV0HfU",1983-02-24,1
"NG04_TH00102","netpolitics","NG04","TH00102","what IS wrong with socialism - (nf)","https://groups.google.com./g/net.politics/c/fMRlkHa7J6E",1983-02-24,1
"NG04_TH00101","netpolitics","NG04","TH00101","The Roots of Socialism are rotted","https://groups.google.com./g/net.politics/c/4xgOZg6YHa8",1983-02-24,1
"NG04_TH00100","netpolitics","NG04","TH00100","Portland Light Bulbs","https://groups.google.com./g/net.politics/c/9MHQ3yjjDQ0",1983-02-24,1
"NG04_TH00099","netpolitics","NG04","TH00099","Answer to question about what's wrong with socialism","https://groups.google.com./g/net.politics/c/sK05GbJuSjE",1983-02-23,3
"NG04_TH00098","netpolitics","NG04","TH00098","The Flying [sexist] Engineers","https://groups.google.com./g/net.politics/c/ATAjrmgmIq8",1983-02-23,3
"NG04_TH00097","netpolitics","NG04","TH00097","socialism","https://groups.google.com./g/net.politics/c/wPG1EtHXTr4",1983-02-23,1
"NG04_TH00096","netpolitics","NG04","TH00096","NO STRIKES IN THE WORKER'S PARADISE","https://groups.google.com./g/net.politics/c/JgI1VNCR0ZU",1983-02-23,1
"NG04_TH00095","netpolitics","NG04","TH00095","hey","https://groups.google.com./g/net.politics/c/j5X3rx8McJU",1983-02-23,1
"NG04_TH00094","netpolitics","NG04","TH00094","leading questions","https://groups.google.com./g/net.politics/c/W701H2gkkRc",1983-02-22,1
"NG04_TH00093","netpolitics","NG04","TH00093","socialism, capitalism, and strikes","https://groups.google.com./g/net.politics/c/KhPceJBhSvk",1983-02-22,1
"NG04_TH00092","netpolitics","NG04","TH00092","degrees to be part of divorce settlements?","https://groups.google.com./g/net.politics/c/n-pCjO1QIjA",1983-02-21,4
"NG04_TH00091","netpolitics","NG04","TH00091","Socialism","https://groups.google.com./g/net.politics/c/cZN6kvQIwpw",1983-02-21,1
"NG04_TH00090","netpolitics","NG04","TH00090","Socialism again: agreeing to disagree","https://groups.google.com./g/net.politics/c/eERsJT0wJAQ",1983-02-21,1
"NG04_TH00089","netpolitics","NG04","TH00089","hey - (nf)","https://groups.google.com./g/net.politics/c/S3lBgGpl1yo",1983-02-20,3
"NG04_TH00088","netpolitics","NG04","TH00088","Freedom to Think","https://groups.google.com./g/net.politics/c/VOW5fPr20a0",1983-02-20,1
"NG04_TH00087","netpolitics","NG04","TH00087","reagan - (nf)","https://groups.google.com./g/net.politics/c/mkQDJu_NUl0",1983-02-20,2
"NG04_TH00086","netpolitics","NG04","TH00086","Answer to question about what's - (nf)","https://groups.google.com./g/net.politics/c/vHzidPkSpsg",1983-02-20,1
"NG04_TH00085","netpolitics","NG04","TH00085","Syrian Missle Request","https://groups.google.com./g/net.politics/c/TchN1qKKN44",1983-02-19,1
"NG04_TH00084","netpolitics","NG04","TH00084","Douglas Hofstadter & Nuclear War","https://groups.google.com./g/net.politics/c/hwrqNhKMkUw",1983-02-17,1
"NG04_TH00083","netpolitics","NG04","TH00083","hey - (nf)","https://groups.google.com./g/net.politics/c/q0LQ4bKMu8Y",1983-02-12,1
"NG04_TH00082","netpolitics","NG04","TH00082","reagan - (nf)","https://groups.google.com./g/net.politics/c/8DO1gKdantI",1983-02-07,1
"NG04_TH00081","netpolitics","NG04","TH00081","Independent Truckers and MX Missile","https://groups.google.com./g/net.politics/c/uVLWstbEaIU",1983-02-06,1
"NG04_TH00080","netpolitics","NG04","TH00080","reagan","https://groups.google.com./g/net.politics/c/YXNtJnqbMHk",1983-02-05,1
"NG04_TH00079","netpolitics","NG04","TH00079","The American Spectator","https://groups.google.com./g/net.politics/c/_r_mT2Y19r8",1983-02-03,1
"NG04_TH00078","netpolitics","NG04","TH00078","Social Security - (nf)","https://groups.google.com./g/net.politics/c/VoBUIQhLqGo",1983-02-01,3
"NG04_TH00077","netpolitics","NG04","TH00077","congress members pay taxes?","https://groups.google.com./g/net.politics/c/5gxvl91taBE",1983-01-30,1
"NG04_TH00076","netpolitics","NG04","TH00076","SS to Reagan","https://groups.google.com./g/net.politics/c/SDBv7Kc4Eqs",1983-01-30,1
"NG04_TH00075","netpolitics","NG04","TH00075","Social Security","https://groups.google.com./g/net.politics/c/mnT9lVf9pgw",1983-01-30,12
"NG04_TH00074","netpolitics","NG04","TH00074","The Systems","https://groups.google.com./g/net.politics/c/OdN_oofihi8",1983-01-30,1
"NG04_TH00073","netpolitics","NG04","TH00073","the SS problem.","https://groups.google.com./g/net.politics/c/pXYgElBD0Zs",1983-01-29,1
"NG04_TH00072","netpolitics","NG04","TH00072","Social Security Without Socialism","https://groups.google.com./g/net.politics/c/93Pc06XwuXQ",1983-01-29,1
"NG04_TH00071","netpolitics","NG04","TH00071","Social Security for Congressl too!","https://groups.google.com./g/net.politics/c/B2bsq0eORWc",1983-01-29,1
"NG04_TH00070","netpolitics","NG04","TH00070","OPEC","https://groups.google.com./g/net.politics/c/4vZCq4QfreE",1983-01-29,1
"NG04_TH00069","netpolitics","NG04","TH00069","THE SOCIAL SECURITY SOLUTION","https://groups.google.com./g/net.politics/c/Jfy2Dtnmeu8",1983-01-28,1
"NG04_TH00068","netpolitics","NG04","TH00068","Social Security (sic)","https://groups.google.com./g/net.politics/c/Nacy8XFUEYw",1983-01-24,1
"NG04_TH00067","netpolitics","NG04","TH00067","Social Security - (nf)","https://groups.google.com./g/net.politics/c/O9g7Cd9c61A",1983-01-24,4
"NG04_TH00066","netpolitics","NG04","TH00066","What is the 'Peace Movement'?","https://groups.google.com./g/net.politics/c/xv_YpkiD_4A",1983-01-22,1
"NG04_TH00065","netpolitics","NG04","TH00065","social security, part 1","https://groups.google.com./g/net.politics/c/qF-_c_k4B2g",1983-01-21,1
"NG04_TH00064","netpolitics","NG04","TH00064","social security part 2","https://groups.google.com./g/net.politics/c/Q7WdrZXkBTg",1983-01-21,1
"NG04_TH00063","netpolitics","NG04","TH00063","immigration reform bill","https://groups.google.com./g/net.politics/c/Ngk2wVvQ4Yw",1983-01-15,2
"NG04_TH00062","netpolitics","NG04","TH00062","uofm-cv.114 (crack down on drunks)","https://groups.google.com./g/net.politics/c/3eOr5RPnPRA",1982-12-27,2
"NG04_TH00061","netpolitics","NG04","TH00061","Should we get rid of Miss Buxley in the Beetle Bailey comic strip?","https://groups.google.com./g/net.politics/c/nqQLN-xOKsY",1982-12-26,1
"NG04_TH00060","netpolitics","NG04","TH00060","Should we get rid of Miss Buxley in the Beetle Bailey comic strip?","https://groups.google.com./g/net.politics/c/6Rh2KPcr3lY",1982-12-24,2
"NG04_TH00059","netpolitics","NG04","TH00059","Ahah! - (nf)","https://groups.google.com./g/net.politics/c/ynyfPuu7vbo",1982-12-23,1
"NG04_TH00058","netpolitics","NG04","TH00058","Crack down on the drunks","https://groups.google.com./g/net.politics/c/_rKyGfvG0bk",1982-12-22,4
"NG04_TH00057","netpolitics","NG04","TH00057","Crack Down on the Drunks","https://groups.google.com./g/net.politics/c/d6Ne6BO1IPA",1982-12-21,1
"NG04_TH00056","netpolitics","NG04","TH00056","progressive tax - (nf)","https://groups.google.com./g/net.politics/c/OLMJphtCqC8",1982-12-21,1
"NG04_TH00055","netpolitics","NG04","TH00055","MX as first strike weapon","https://groups.google.com./g/net.politics/c/0kBB-VOR29M",1982-12-21,1
"NG04_TH00054","netpolitics","NG04","TH00054","flame on drunk drivers","https://groups.google.com./g/net.politics/c/AE1XUs_G-dM",1982-12-21,1
"NG04_TH00053","netpolitics","NG04","TH00053","gas tax - (nf)","https://groups.google.com./g/net.politics/c/C3_u6TDtkrc",1982-12-20,2
"NG04_TH00052","netpolitics","NG04","TH00052","Israeli Arms Sales to Latin America","https://groups.google.com./g/net.politics/c/XBkP9ujG-5k",1982-12-20,2
"NG04_TH00051","netpolitics","NG04","TH00051","The Secret History of the Deficit - (nf)","https://groups.google.com./g/net.politics/c/6Pq8EQgCQIc",1982-12-19,1
"NG04_TH00050","netpolitics","NG04","TH00050","First Strike? How so? - (nf)","https://groups.google.com./g/net.politics/c/Sr5xAyXH8rM",1982-12-19,1
"NG04_TH00049","netpolitics","NG04","TH00049","Respectable Journals","https://groups.google.com./g/net.politics/c/xlc3xDX0fw8",1982-12-19,1
"NG04_TH00048","netpolitics","NG04","TH00048","Muscle Cars","https://groups.google.com./g/net.politics/c/B_sfhYFFuiY",1982-12-19,1
"NG04_TH00047","netpolitics","NG04","TH00047","progressive tax","https://groups.google.com./g/net.politics/c/iPfpRC2bEQY",1982-12-19,6
"NG04_TH00046","netpolitics","NG04","TH00046","First Strike? How so?","https://groups.google.com./g/net.politics/c/-uUehdbe0GM",1982-12-18,2
"NG04_TH00045","netpolitics","NG04","TH00045","gas tax and consumers","https://groups.google.com./g/net.politics/c/9zfULVQPgz8",1982-12-17,1
"NG04_TH00044","netpolitics","NG04","TH00044","Re colon First Use Pledge - (nf)","https://groups.google.com./g/net.politics/c/wLB52ttNRrM",1982-12-17,1
"NG04_TH00043","netpolitics","NG04","TH00043","First Use Pledge","https://groups.google.com./g/net.politics/c/V4E_FHQs9lk",1982-12-16,1
"NG04_TH00042","netpolitics","NG04","TH00042","greedy??","https://groups.google.com./g/net.politics/c/v376WzLH2zI",1982-12-15,2
"NG04_TH00041","netpolitics","NG04","TH00041","Re colon First Use Pledge","https://groups.google.com./g/net.politics/c/YCFKFzZbY2M",1982-12-14,1
"NG04_TH00040","netpolitics","NG04","TH00040","gas tax","https://groups.google.com./g/net.politics/c/IKJs2VBUSvQ",1982-12-14,1
"NG04_TH00039","netpolitics","NG04","TH00039","gas tax - (nf)","https://groups.google.com./g/net.politics/c/WnGF73Tvg-s",1982-12-14,2
"NG04_TH00038","netpolitics","NG04","TH00038","First Use Pledge","https://groups.google.com./g/net.politics/c/qPc8lDTSPIs",1982-12-13,2
"NG04_TH00037","netpolitics","NG04","TH00037","An opinion on rape laws...","https://groups.google.com./g/net.politics/c/3m9fvS60uxY",1982-12-13,1
"NG04_TH00036","netpolitics","NG04","TH00036","Connie Francis and rape laws - (nf)","https://groups.google.com./g/net.politics/c/K419ZNuaePk",1982-12-12,1
"NG04_TH00035","netpolitics","NG04","TH00035","Connie Francis and rape laws","https://groups.google.com./g/net.politics/c/rFal-BYCcvQ",1982-12-11,2
"NG04_TH00034","netpolitics","NG04","TH00034","Misinterpretation of my remarks about Russia","https://groups.google.com./g/net.politics/c/yDN9C7pmLEo",1982-12-10,1
"NG04_TH00033","netpolitics","NG04","TH00033","The Secret History of the Deficit","https://groups.google.com./g/net.politics/c/K3McAmxvDoI",1982-12-10,1
"NG04_TH00032","netpolitics","NG04","TH00032","?fantasy?","https://groups.google.com./g/net.politics/c/NQg2fKia_UY",1982-12-10,1
"NG04_TH00031","netpolitics","NG04","TH00031","Back to the Barbarism Discussion","https://groups.google.com./g/net.politics/c/1m1fBsR9N9I",1982-12-10,1
"NG04_TH00030","netpolitics","NG04","TH00030","The Correct Plea Is NOT Guilty By Reason Of Insanity","https://groups.google.com./g/net.politics/c/tmG8pKUY3lw",1982-12-09,1
"NG04_TH00029","netpolitics","NG04","TH00029","gas tax and public transportation","https://groups.google.com./g/net.politics/c/ZjVLhNvOkR8",1982-12-08,5
"NG04_TH00028","netpolitics","NG04","TH00028","gas tax and public transportation - (nf)","https://groups.google.com./g/net.politics/c/DYq4ewhXv4M",1982-12-07,1
"NG04_TH00027","netpolitics","NG04","TH00027","Connie Francis on rape laws, Outdated law query","https://groups.google.com./g/net.politics/c/6uwZ77o-snA",1982-12-07,1
"NG04_TH00026","netpolitics","NG04","TH00026","cars versus mass transit: cost of MY time","https://groups.google.com./g/net.politics/c/ZAR7P0BYwz4",1982-12-07,1
"NG04_TH00025","netpolitics","NG04","TH00025","redistribution of wealth","https://groups.google.com./g/net.politics/c/QLb1ejgVRZc",1982-12-07,1
"NG04_TH00024","netpolitics","NG04","TH00024","Redistribution of Wealth","https://groups.google.com./g/net.politics/c/NnkMo0w7oqI",1982-12-06,1
"NG04_TH00023","netpolitics","NG04","TH00023","The war in Lebanon is not over!","https://groups.google.com./g/net.politics/c/cmRGBwvGv1c",1982-12-05,1
"NG04_TH00022","netpolitics","NG04","TH00022","On Progressive Taxes","https://groups.google.com./g/net.politics/c/lemtTorJmaI",1982-12-05,2
"NG04_TH00021","netpolitics","NG04","TH00021","gas tax - (nf)","https://groups.google.com./g/net.politics/c/pfVBJXUyuMI",1982-12-05,2
"NG04_TH00020","netpolitics","NG04","TH00020","Oliphant on MX Densepak","https://groups.google.com./g/net.politics/c/WjbI_pJ4bSw",1982-12-05,1
"NG04_TH00019","netpolitics","NG04","TH00019","Taxes and mass transportation","https://groups.google.com./g/net.politics/c/NccFYZCgifA",1982-12-05,1
"NG04_TH00018","netpolitics","NG04","TH00018","US loans to other countries","https://groups.google.com./g/net.politics/c/yFH0rup4MgE",1982-12-05,1
"NG04_TH00017","netpolitics","NG04","TH00017","More info on adventurism","https://groups.google.com./g/net.politics/c/WtI6vtDjTyM",1982-12-05,1
