"NG_TH_CM_ID","NG_TH_ID","TH_CM_ID","CM_ID","TH_ID","NG_ID","Author","Date.and.Time","Full.Text","URL.String","newsgroup","Hour","Date","SentimentScore"
"NG02_TH00940_CM00003","NG02_TH00940","TH00940_CM00003","CM00003","TH00940","NG02","pam pincha",1985-12-17 12:56:47,"In article <8...@h-sc1.UUCP> sh...@h-sc1.UUCP (steve shiue) writes:
>
>	In addition, my roommate mentioned that mosquitoes might possibly
>provide suitable vectors for the spread of the disease - I've heard that this
>has been looked into in some towns in Florida with AIDS victims not in the
>""high risk"" groups.  Does anyone know anything about this?
	Quote from Laurence,Jeffrey, 1985, The Immune system in AIDS,
		Scientific American,Dec.,vol.253,no.6,p.84-93.
	""The groups at highest risk for infection have become 
	increasingly well defined; they include homosexual and
	bisexual men, abusers of injected drugs, the sexual
	partners of people in AIDS risk groups, and children born
	of mothers at risk. Recipients of blood transfusions and blood
	products have also contracted AIDS, but screening of
	donated blood for evidence of infection has drastically
	reduced their risk. The fact that the disease shows
	*NO SIGN* of spreading beyond those groups, except to
	predictable targets such as women who are artificially
	inseminated from infected donors, indicates that the
	virus is ONLY transmitted through the blood or through
	sexual intercourse. *ALL EPIDEMIOLOGIC EVIDENCE INDICATES
	THAT FOOD, WATER, INSECTS AND CASUAL CONTACT DO NO SPREAD
	AIDS.""
	This is a good article on how this virus affects the immune
	system in great detail. The one thing of note that has
	come out of the studies is that it ""appears that the total
	collapse of the immune defenses in AIDS victims stems
	largely from a single defect : a reduction in the number
	and a change in the function of the T4 lymphocytes, one
	of the many distinct kinds of cells that make upthe immune
	system."" Some how it seem incrediable how the bodies defenses
	can collapse from the failure of just one element.
	P.M.Pincha-Wagener
 
s","WhLLzczgfq4J","netmotss",12,1985-12-17,-7
"NG02_TH00940_CM00004","NG02_TH00940","TH00940_CM00004","CM00004","TH00940","NG02","Craig Werner",1985-12-18 12:50:59,"> 
> 	In a discussion with my roommate last spring, it occurred to me that
> one useful line of therapy against AIDS and other retroviruses would be to
> develop drugs that SELECTIVELY inhibit reverse trascriptase, the enzyme that
	5 out of the 6 drugs approved for clinical trials are as you describe.
An old posting of mine listed them and their stages of trial.
	There are a few problems:
	1. Selectivity is a relative term -- these drugs are incredibly 
toxic.
	2. Once the virus has become resident in the cells of the immune
system, ReverseT becomes dispensable.
	3. There is so far little demonstration that stopping the spread of
the virus actually improves the clinical disease.  Consider the trial in
France with Cyclosporin -- the virus disappeared in the two weeks prior to
the Press conference AND all three patients died in the week following.
-- 
				Craig Werner
				!philabs!aecom!werner
                 ""Never go to a doctor whose office plants have died.""","DRLby8Do0X8J","netmotss",12,1985-12-18,-6
"NG02_TH00940_CM00005","NG02_TH00940","TH00940_CM00005","CM00005","TH00940","NG02","James R. Carbin",1985-12-20 21:06:19,"
While this reply posting is quite informative, part of what is stated
can either be disputed or criticized as misleading.
From the document, ""Acquired Immune Deficiency Syndrome, 100 Questions
and Answers,""  published by the Department of Health, New York State,
Dr. David Axelrod, M.D. Commissioner, dated October 24,1985, the following
excerpts are extracted without permission.
""Who is at risk for AIDS?
During the five years in which AIDS has been recognized and studied,
approximately 95 percent of AIDS cases nationally have occurred among the
following groups of people:
73% - sexually active homosexuals and bisexual men *WITH MULTIPLE PARTNERS*
      (emphasis are mine - A nurse with the State Department of Health involved
       in the testing for the HTLV-III virus anti-bodies stated, 'We now feel
       that we have done a disservice to many homosexuals by automatically
       placing them in the high-risk category.  The high-risk category should
       have included some consideration of the sexual practices of the
       individual not just the fact that they are homosexual.')
From a separate document included with the first named publication,
(and again reproduced without permission),
                   GUIDELINES FOR PREVENTION OF HTLV-III
                            TRANSMISSION/TRANSFER
Reducing risk of transmission through altering certain sex practices.....
UNSAFE
     These activities involve tissue trauma and/or exchange of body fluids
which may transfer the HTLV-III virus or other microbes.  These practices
carry high risk:
     - Fellatio
          The swallowing of semen, which can contain the HTLV-III virus,
       is considered a high risk.
     - Vaginal intercourse  (as stated in the original posting)
     - Analingus (Oral contact with the rectum)
     - ""Fisting""
     - Anal Intercourse (whether homosexual or heterosexual)
       (Included in the ""100 Questions and Answers,"" 'Some cases of AIDS
       have been transmitted from an infected male to a female, and it is
       not known to what extent anal intercourse was involved.')
I would like to add that the State of New York has a multi-faceted program to
not only identify individuals who have been exposed to the virus (with
total and complete anonymity assured), but to reduce the incidence and
spread of the disease.  There is a State Health Department Hotline
(1-800-462-1884
), which provides up-to-date information about AIDS.
Eight regional HTLV-III antibody test sites have been established by the
N.Y.S. Health Department to provide testing and counseling for persons
who wish to know if they have been exposed to the virus.  Testing is free
of charge at these sites, and strict confidentiality is maintained through
the use of a code system.  Persons seeking the the HTLV-III antibody test
need not give a name, address, or any other potentially identifying information.
N.Y.S. is spending $1.6 million annually to fund regional task forces and other
community service organizations that provide educational and outreach services
associated with AIDS.  In addition, N.Y.S. presently allocates annually more 
funding for AIDS research than for any other specific disease except cancer.
jr        {allegra,seismo}!rochester!ritcv!jrc","9e9ZcPNxZX4J","netmotss",21,1985-12-21,-13
"NG02_TH00926_CM00002","NG02_TH00926","TH00926_CM00002","CM00002","TH00926","NG02","Steve Dyer",1985-11-22 01:42:07,"I think the advise to rely on agents containing nonoxynol-9 or, of all
things, peroxide, is simply illadvised, bad folk-medicine, something we
certainly don't need right now when it comes to AIDS.  There are lots of
agents which inactivate viruses in vitro, but which turn out to be ineffective
or deleterious when used in vivo.  I am repeating myself here (I addressed this
several months ago) but Will's recommendations require this:
There is no evidence that nonoxynol-9 spermicides or lubricants have any
effect on the spread of HTLV-3 infection.  Ditto for peroxide.  Nonoxynol-9
is a detergent, and for all we know, it might facilitate its spread through
some strange surface-active effect on mucous membranes.  Peroxide is
immediately broken down by catalase, ubiquitous in the body, and it's a
weak antiseptic agent by any standards.  The point is, we just don't know
the effects of these (or any other) agents as prophylactic measures against
infection, and it is downright irresponsible to give the impression that
there is anything but uneducated guessing behind it.  Better to not be
exposed at all, by the use of condoms, TRUE safe-sex practices where there
is no chance of exchanging fluids, or abstinence.
-- 
/Steve Dyer
{harvard,seismo}!bbnccv!bbncc5!sdyer
sd...@bbncc5.ARPA","wyY9gjPoleUJ","netmotss",1,1985-11-22,-5
"NG02_TH00901_CM00001","NG02_TH00901","TH00901_CM00001","CM00001","TH00901","NG02","Ron Rizzo",1985-11-14 12:56:49,"Subject: AIDS in Africa: some info from an editorial
Newsgroups: net.motss,net.med
Well, here's a hastily reproduced editorial that appeared in this
morning's Boston Globe (11/14/85); I don't know how accurate it is.
Sexual transmission of AIDS in Africa is virtually entirely hetero-
sexual, a point the editorial fails to make.
Here's the full text of the editorial (from page 22):
""The worst news is yet to come about AIDS.  Even as the American public
takes some reassurance from the limited transmission of the diease here,
reports emerging from some African countries are ominous.""
""Coupled with a newer understanding of the AIDS virus as an insidious
infection of the brain as well as the body [varying degrees of dementia,
resulting from brain damage, have been found among up to 1/3 of US AIDS 
victims, especially during the disease's final stages], the reports make
the disease even more calamitous."" [This is an exaggeration: the AIDS
virus' affinity for nerve cells has been suspected or known for at least
a couple of years, and the findings on dementia have been out for half a
year or more; this isn't new information].
""What had been suspected in central and east Africa now is confirmed:
AIDS is rampant.  One-tenth of the residents are infected by the virus;
at least half will become sick.""  [Whether ""sick"" means ARC only or full-
blown AIDS, it didn't say.  At most 10% (at least, a fraction of a %)) 
of Americans carrying HTLV-III are expected to eventually contract full-
blown AIDS; the much higher ratio projected for Africa is attributed to 
poor health and sanitary conditions, certain folk practices involving
blood, etc.]  
""They number more than 10 million people, five times as many in the
far more populous United States.  There is less reason to think the
spread of AIDS can be slowed in Africa, although it may be in the
United States.""
""Last summer, two American medical scientists Drs. Bruce Johnson and
Charles Oster of the Kenya National Research Institute, expressed
anxiety over the heavy seeding-in of the AIDS virus.""
""Blood donations indicated that a 10-15 percent of Kenya's population
carried the virus.  A blood screening of 90 Nairobi prostitutes showed 
that half were infected and that 3 out of 4 [of those infected] had
symptoms.  A sampling of the 250,000-member Turkana tribe showed that
two out of three were AIDS-positive."" [Ie, had positive responses to
bloodtests for the suspected AIDS virus.]
""Although Kenya lists only 3 official cases of AIDS, the doctors
had heard through colleagues that a lethal new sickness was wide-
spread in neighboring Rwanda and Uganda.  They fear that it is only
a matter of time until it moves into Kenya and other countries.  It
is known as the `slim disease' because its victims waste away and
die.  The doctors suspected it was a new form of AIDS.""
""They were right.""
""Now reports in the British medical journal The Lancet show that slim
diease is an African version of AIDS.  Its spread into Uganda--both
to rural villages and the capital, Kampala--is linked to traveling
traders and troops from Tanzania, which borders on the south.  The
prostitutes tested in Nairobi were migrants from Tanzania, where
nothing is known about the status of AIDS.""
""The AIDS outbreak is no less dismal in Rwanda and Zaire.  As early
as 1983, a higher rate of acute AIDS cases was detected in Zaire's
capital city, Kinshasa, than in New York or San Francisco.  In
Rwanda AIDS cases in children are 15 times higher than in the 
United States.""
""Up to half the hospital beds in Kinshasa are reported to be occupied
by AIDS-infected patients.  Twenty percent of the pediatric beds in
Kigali hold children with slim disease.  Since the AIDS virus can be
passed from mother to child during pregnancy and breast-feeding, the
high birthrate in Africa compounds the AIDS problem.""
""In Africa, as in Haiti, AIDS occurs almost equally in men and women.
The disease seems to be spread in the same ways that it is in the US
-- sexually and through contaminated blood.""
""Opportunities for transmitting the AIDS virus in Africa are believed
to be enhanced, however, by certain practices.  Injections are commonly
given by folk-medicine practitioners who reuse unsterile needles.
Cutting the skin is another folk-medicine practice, and the blade is
reused.  Tribal circumcision rites, piercing of the ear, nose and lip,
and ritual scarring are often performed under unsanitary conditions.""
""Beyond that, the miserable overcrowdedness `in which the bulk of the
people live, combined with a high frequency of infections, injuries
and sores which break the skin, make blood contact among family members
practically inevitable, with the transmission of the virus likely,'
says Dr. John Seale, an AIDS specialist and researcher in London.""
""In an editorial in the Journal of the Royal Society of Medicine, Seale
emphasizes the singularly dangerous threat posed by the AIDS virus over
the next decade, as a `slow, irreversible and cumulative' brain infec-
tion.  Bescause the virus persists for life, `it would produce a self-
sustaining epidemic.'""
""`Indeed,' wrote Seale, `it would produce a lethal pandemic throughout
the crowded cities and villages of the Third World of a magnitude un-
paralleled in human history.  That is what the AIDS virus is now doing.'""
[According to Dr. Seale, that is.  The neurological effect of AIDS is
not new information; I haven't heard such apocalyptic predictions from
other AIDS researchers.]
""The specter of an AIDS catastrophe looms over Africa, driving home
the desperate need to find an effective treatment and making urgent
the call for a US research effort on the scale of the Manhattan
Project.  Not a moment can be lost.""  [Lots of luck communicating
this sense of urgency to Reagan and Reaganoids!]
			   Now, don't get hysterical: it solves
			   nothing, and besides, it's bad form,
			   Cheers,
			   Ron Rizzo","8iShggLg43wJ","netmotss",12,1985-11-14,-57
"NG02_TH00873_CM00001","NG02_TH00873","TH00873_CM00001","CM00001","TH00873","NG02","JB",1985-10-18 19:47:16,"[G'head, eat me, I Love it]
From: wer...@aecom.UUCP (Craig Werner), Message-ID: <19...@aecom.UUCP>:
>The heterosexual transmission of the disease seems to be much more facile
>from men to women than from women to men.  I swear I saw a reference that
>said that only 2 cases in NY are definitely ascribed to female-to-male
>heterosexual contact. However I can't find it now, but I remember being
>incredulous at the time.
No need to be incredulous.  Most fellows couldn't inspire bodily fluids
from a woman if their whatevers depended on it.
...oh yeah, netiquette, almost forgot:   :-)
-- 
--JB        (Beth Christy, U. of Chicago, ..!ihnp4!gargoyle!sphinx!beth)
""What if the after-effect of the terrible bomb is unusual beyond belief?
 Wouldn't you rather the whole population had listened to somebody like
    the old Indian chief?""   (The Roches)","mD_xfzoxv0wJ","netmotss",19,1985-10-19,-1
"NG02_TH00872_CM00001","NG02_TH00872","TH00872_CM00001","CM00001","TH00872","NG02","Ron Rizzo",1985-09-13 11:36:48,"NPR's ""All Things Considered"" yesterday described a report from the AMA
(American Medical Association) which claimed there were 1 1/2 million
Americans NOT IN ANY HIGH RISK GROUPS (which are gay men, intravenous
drug users, & hemophiliacs) either infected with HTLV-III virus or
testing positive on the bloodtest for it.
The report urged those testing positive to have a second bloodtest,
because of the high number of false positives, and even a third test 
of another kind, before drawing any conclusions about themselves.
There were a lot of other interesting recommendations in the report
and in reaction to it.  Does anyone have a copy of it or the reaction?
If so, how about posting a summary to the net?
					Regards,
					Ron Rizzo","MOEOxFZsPscJ","netmotss",11,1985-09-13,1
"NG02_TH00872_CM00003","NG02_TH00872","TH00872_CM00003","CM00003","TH00872","NG02","Bill Stoll",1985-09-15 15:41:31,"The revelation that >9,500,000 Americans, who are not on the origional
list of the only kind of people who can get AIDS, is a giant step
toward the truth.  You can't get AIDS unless your immune system is
near collapse.  These people were exposed to the virus and their
resistance was sufficient to either kill off the virus or create the
carrier state.  PRECISELY AS THE AMERICAN HOLISTIC MEDICAL ASSOCIATION
HAS BEEN SAYING ALL ALONG!  The ""incubation period"" is just the
carrier state intil the individual's reserves finally got low enough
for him or her to finally yield to the virus--it has nothing to do
with an incubation period in the usual sense of the word.  In this
sense it is like Herpes [which also, by the way, doesn't attack people
with an unburdened immune system]--it stays in the system until
something lowers the immunity enough for it to break out again.  If
the Herpes virus attacked the immune system (like the AIDS virus does)
instead of the skin, it would be just as bad as AIDS.
 
Unfortunately, many more people will have to get the disease; lots
more hysterical things will have to occur; before people have suffered
enough to be willing to look at the situation in a very different way.
It has always amazed me how painful thinking seems to be for the human
animal:  it will do almost anything, suffer almost any agony or
disaster before, finally (as a last resort) thoughtful shift in
perception is tried.
There are more ways , to improve the immune system, being learned
every week.  The thinking human is NOT helpless before AIDS.  As I 
stated a few weeks ago (the position for which I was blasted from all
sides):  Anyone who does aerobic exercise 20 minutes 3 times/week,
practices a whole food diet & switches their hypothalamus to 8-10cps
20 minutes twice daily, has nothing to fear from AIDS, Toxic Shock,
Legioniare's Disease (did you know one couldn't get Legionaire's
Disease unless they were, or had been, a smoker?)[another example of
specific stresses exceeding reserves within the individual], Chronic
Systemic Candidiasis, etc.
There have been several recorded cases of AIDS already that have gone
into remission (possibly to cure--too soon to know yet) simply by
following what I have reported to you above.  There is still no
conventional treatment that has any significant positive results.
What harm is there to try?  There can not possibly be any harm &, even
common sense says it should help.  Why so much resistance?  Any one
who has done their homework knows about the laboratory findings in
this area.  I believe it is hard because no one really wants to change
their lifestyle.  Besides, if you have AIDS, changing would be an
admission that something that you did, in your lifestyle before you
got it, helped you get it.  That is a pretty heavy burden for anyone
to swallow, especially if one is already pretty sick.
The truth will eventually out, regardless what we would LIKE it to be.
There may be some fine detail things to learn about what the Holistic
understanding has been for some time---but it will follow exactly the
present outline I've been sharing with you.
My thanks to Ron Ringo for placing the information on the net.  Also
to Sue Brezden for her contribution.
cbosgd!ukma!wws(Walt Stoll)                           YOU
Walt Stoll, MD, ABFP                               ARE   MORE
Founder & Medical Director
Holistic Medical Centre                         THAN  YOU  THINK
1412 North Broadway
Lexington, Kentucky  40505    
-- 
cbosgd!ukma!wws(Walt Stoll)                       YOU
Walt Stoll, MD, ABFP
Founder & Medical Director                     ARE   MORE
Holistic Medical Centre 
1412 North Broadway
Lexington, Kentucky  40505                  THAN  YOU  THINK
(606) 233-4273","Iwakx4otBSkJ","netmotss",15,1985-09-15,-21
"NG02_TH00872_CM00004","NG02_TH00872","TH00872_CM00004","CM00004","TH00872","NG02","Steve Dyer",1985-09-17 18:11:49,"There is nothing wrong with following the practices Walt recommends.  As he
says, it can't hurt and may be helpful.  The only reservation is for those
who follow his logic to its ultimate conclusion: that by following such
""common-sense"" prescriptions, one need not fear exposure to the virus, and
hence drop other precautions.  For some gay men, this means once again
indulging in frequent, promiscuous sex practices which involve the exchange
of fluids which may contain the virus.  This is imprudent, to say the
least, but by Walt's theory, it is just fine.  This is the only reason he
is being ""blasted"", for he is confidently predicting the outcome of
exposure to a virus about which still little is known experimentally.
One wonders what he'd say to a formerly ""healthy"" athlete who is now
dying of KS.
The trouble is, one cannot predict the state of one's immune system
directly from diet and exercise and alpha brainwaves.  There is no evidence
that such behaviors provide absolute protection against any kind of
infectious disease, despite his confident assurances.  He is dealing in
black and white when all of us are little real numbers along some still
poorly characterized line of susceptibility.  There is only one black and
white fact on which we'll both agree: don't come into contact with the
virus (exposure to blood, semen and serus products) and you'll never have
to worry about AIDS.
-- 
/Steve Dyer
{harvard,seismo}!bbnccv!bbncc5!sdyer
sd...@bbncc5.ARPA","nyaRYO1hQ4IJ","netmotss",18,1985-09-18,-5
"NG02_TH00872_CM00005","NG02_TH00872","TH00872_CM00005","CM00005","TH00872","NG02","David Sher",1985-09-21 02:30:35,"In article <21...@ukma.UUCP> version B 2.10.2 9/18/84, w...@ukma.UUCP (Bill Stoll) writes:
>
 ...
>sides):  Anyone who does aerobic exercise 20 minutes 3 times/week,
>practices a whole food diet & switches their hypothalamus to 8-10cps
>20 minutes twice daily, has nothing to fear from AIDS, Toxic Shock,
 ...
>cbosgd!ukma!wws(Walt Stoll)                           YOU
>
>Walt Stoll, MD, ABFP                               ARE   MORE
>Founder & Medical Director
>Holistic Medical Centre                         THAN  YOU  THINK
>1412 North Broadway
>Lexington, Kentucky  40505    
>
>
What is switching one's hypothalamus to 8-10cps 20 minutes twice daily?
I am posting this to the net because I think there is probably a general
ignorance on this procedure among the non-medical people listening to
net.med.  By the way are you Walt or Bill Stoll?
-- 
-David Sher
sher@rochester
seismo!rochester!sher","f6Y-mkhvzk8J","netmotss",2,1985-09-21,-9
"NG02_TH00872_CM00006","NG02_TH00872","TH00872_CM00006","CM00006","TH00872","NG02","Andrew Klossner",1985-09-26 11:08:46,"[]
	""There is only one black and white fact on which we'll both
	agree: don't come into contact with the virus (exposure to
	blood, semen and serus products) and you'll never have to worry
	about AIDS.""
There are now confirmed reports of men with no history of homosexual
contact contracting AIDS through oral sex with infected female
prostitutes.
One of the medical workers who poked him/herself with a needle used to
draw blood from an AIDS patient has come down with AIDS.
Sorry I can't provide references; this is drawn from conversation with
my internist, a person for whom I have a great deal of respect.  He
believes that the number of AIDS cases will grow by many orders of
magnitude in the next few years, and that it may wipe out much of the
third world where sanitary conditions are bleak.  His descriptions of
society after the plague becomes established sound like science fiction
post-holocaust stories (towns which become armed camps where strangers
may not enter, wholesale lynchings of homosexuals, mass hysteria).
Depressing.
  -=- Andrew Klossner   (decvax!tektronix!tekecs!andrew)       [UUCP]
                        (tekecs!andrew.tektronix@csnet-relay)  [ARPA]","BP_N-JUvxzQJ","netmotss",11,1985-09-26,-7
"NG02_TH00872_CM00007","NG02_TH00872","TH00872_CM00007","CM00007","TH00872","NG02","Brian Mavrogeorge",1985-09-30 22:25:49,"UCP>
Do -NOT- spread ""facts"" without substantiation.  To do otherwise is
to contribute to fear and oppression.  The truth is that -
   ***  There are absolutely no, repeat NO, AIDs case among any of
the healthworkers involved with AIDs who were not themselves
in high risk groups.  In those cases, the medical experts believe
the virus was contracted through sexual means and -not- repeat
-not- through contact with the patient.  That includes this ""true""
story which is being repeated nationwide about the guy who simply
pricked his finger. ***
Stop your story right in its tracks!  Go back to your internist and
ask for the substantiation!  Find out how many other people this
supposed ""fact"" was passed on to.  Correct it whereever you hear it.
Contact your local AIDs hotline for the Atlanta CDC for verification.
Sorry to be so hot about it but we have -got- to stop dealing in
rumors and supposed truths!","RifemDp1l6sJ","netmotss",22,1985-10-01,-7
"NG02_TH00872_CM00008","NG02_TH00872","TH00872_CM00008","CM00008","TH00872","NG02","Rod Williams",1985-10-02 17:27:28,"In article <17...@orca.UUCP> and...@orca.UUCP (Andrew Klossner) writes:
>
>One of the medical workers who poked him/herself with a needle used to
>draw blood from an AIDS patient has come down with AIDS.
>
 This is NOT true! AIDS antibodies have been found in two health-care
 workers who accidentally stuck themselves as described above. Neither
 of these people belongs to any of the ""high-risk"" groups for AIDS. This
 does NOT mean that they have AIDS - it means they have been exposed to
 the virus. It is estimated that only about 10 percent of those exposed
 to the virus will actually ""come down"" with AIDS.
-- 
 rod williams | {ihnp4,dual}!ptsfa!ptsfc!rjw
 -------------------------------------------
 pacific bell |  san ramon  |  california","4vnAyUasYgkJ","netmotss",17,1985-10-03,-3
"NG02_TH00872_CM00009","NG02_TH00872","TH00872_CM00009","CM00009","TH00872","NG02","John Gurian",1985-10-02 20:03:46,">    ***  There are absolutely no, repeat NO, AIDs case among any of
> the healthworkers involved with AIDs who were not themselves
> in high risk groups.
Sorry to confuse things even more, but there has been ONE documented case
of a ""health care professional"" (to use the standard buzzword) who contracted
AIDS by sticking him/herself with a needle used to draw blood from the patient.
Actually, there have been rumors of a second such occurance in Britain, but
nothing I'd stake my reputation on.  Still, 1 out of 13,000 cases isn't a very
high incidence (if anyone wants a reference to the incidence in question, mail
to me and I'll go look it up).
Incidentally, my mother is a social worker who regularly sees AIDS patients
without bothering to gown up or wear masks or any of that other rubbish.
John Gurian (rochester!ur-tut!john)
University of Rochester School of Medicine","Ym05oMh_HLUJ","netmotss",20,1985-10-03,-4
"NG02_TH00872_CM00010","NG02_TH00872","TH00872_CM00010","CM00010","TH00872","NG02","Roy Smith",1985-10-04 16:27:35,"> Sorry to confuse things even more, but there has been ONE documented case
> of a ""health care professional"" (to use the standard buzzword) who
> contracted AIDS by sticking him/herself with a needle used to draw blood
> 
> John Gurian (rochester!ur-tut!john)
	That's a nice solid reference if I've ever heard one.  Care to clue
the rest of in on where you read that?  You have to document it, not just
say it's documented.
-- 
Roy Smith <allegra!phri!roy>
System Administrator, Public Health Research Institute
455 First Avenue, New York, NY 10016","Ig3nly6Ruu8J","netmotss",16,1985-10-04,4
"NG02_TH00872_CM00011","NG02_TH00872","TH00872_CM00011","CM00011","TH00872","NG02","stephanie da silva",1985-10-08 21:00:16,"> > Sorry to confuse things even more, but there has been ONE documented case
> > of a ""health care professional"" (to use the standard buzzword) who
> > contracted AIDS by sticking him/herself with a needle used to draw blood
> > 
> 
> 	That's a nice solid reference if I've ever heard one.  Care to clue
> the rest of in on where you read that?  You have to document it, not just
> say it's documented.
> -- 
I read that in an issue of Time magazine a few weeks ago. If I remember
right, it was a nurse in England who accidentally pricked herself with
a contaminated needle.
*** REPLACE THIS LINE WITH YOUR MESSAGE ***","1PzAkAFniLcJ","netmotss",21,1985-10-09,0
"NG02_TH00872_CM00012","NG02_TH00872","TH00872_CM00012","CM00012","TH00872","NG02","Brian Mavrogeorge",1985-10-09 00:43:14,"I agree with you lets have some citations.  A recent article in the
San Francisco Chronicle about aids quoted a spokesperson for the
CDC in Atlanta as saying that they had followed over 400 health care
workers who had come into close contact with body fluids from AIDs
patients and that none of the workers showed evidence of the AIDs
virus.  That is why I got so uptight about the ""my internist"" 
reference.  However one person sent me mail indicating that the
Scientific American ran a story about infected health workers.  I don't
subscribe to that mag so if someone could look it up and post the
quote I would appreciate it.   And to the person who sent me mail from
an ""unverified terminal"" (whatever that is) saying that I seem to feel
that AIDs is only sexually transmitted - a loud no.  I believe AIDs is
transmitted through the exchange of body fluids, e.g. blood and semen.
And I rely upon researchers and CDC studies and reports for my information
and not vague references to unnamed sources.  I don't mind messages
calling me to task for something, but at least do in some fashion so I
can respond to you via the mail.","2R0-fqO-20IJ","netmotss",0,1985-10-09,-2
"NG02_TH00872_CM00013","NG02_TH00872","TH00872_CM00013","CM00013","TH00872","NG02","Mike Leibensperger",1985-10-09 21:06:18,"Could someone post local area AIDS information line telephone numbers?
Let's get ourselves some of thet thar substantiated information 'n'
documentated evidence, eh?
(I'm posting this net wide since it's a good idea for everyone to have
this info, but if you are posting phone numbers it's probably best to
post to the most local news distribution.)
--
Rt. Rev. Mike Leibensperger, Archbishop of Chelmsford
Church of St. Clint the Righteous  (""Feel lucky, Pink Boy?"")
Masscomp; 1 Technology Park; Westford, MA 01886
{decvax,ihnp4,tektronix}!masscomp!leiby","SlSozYZ_qioJ","netmotss",21,1985-10-10,9
"NG02_TH00872_CM00014","NG02_TH00872","TH00872_CM00014","CM00014","TH00872","NG02","Craig Werner",1985-10-10 03:22:21,"Currently there are 500 health workers in the US being followed by the
CDC after needle sticks in the US. Not one has yet developed AIDS, or AIDS-
related complex (ARC). Of those tested, none has tested Antibody Positive
for HTLV-3.
	There are about a dozen cases of health workers getting AIDS in the
United States, but these people all turned out to have other risk factors, so
probably didn't get AIDS through work.
	The oft-cited case of the English nurse who injected herself with
a substantial amount of arterial blood from an AIDS patient was no normal
needle stick.  She developed generalized Lymphadenopathy several weeks after
the incident, which later got better. I have not seen any antibody data to
determine whether she was actually infected by HTLV-3 (also called LAV - for
Lymphadenopathy Virus). However, even though this is a symptom of AIDS and
ARC, several other things can cause it, and in the absence of the data, one
can't say she ever had AIDS at all.
	The heterosexual transmission of the disease seems to be much more
facile from men to women than from women to men.  I swear I saw a reference
that said that only 2 cases in NY are definitely ascribed to female-to-male
heterosexual contact (ruling out IV drug abuse - which transmits female-to-
male quite well.) However I can't find it now, but I remember being incredulous
at the time.
	No known cases are ascribed to transmission by the virus in saliva
or tears. For one, it is in those fluids in very small amounts, and in only
a small minority of people with AIDS.
	There is no case of a child catching AIDS from its mother after the
first month of life (and that wording just hedges on the fact that it is
probably an infection in-utero).  That is probably the best indication of
the virus' relative non-infectability.
-- 
				Craig Werner
				!philabs!aecom!werner
                 ""What do you expect? Watermelons are out of season!""","F6jVx7tymSQJ","netmotss",3,1985-10-10,-6
"NG02_TH00872_CM00015","NG02_TH00872","TH00872_CM00015","CM00015","TH00872","NG02","John Gurian",1985-10-10 14:25:55,"> 	That's a nice solid reference if I've ever heard one.  Care to clue
> the rest of in on where you read that?  You have to document it, not just
> say it's documented.
	Alright already.  Try looking in the March 24, 1984 issue of The
Lancet, page 676 (Vol 1 No. 8378), for a letter entitled ""AIDS in a hospital
worker"".  Further references to CDC Morbidity and Mortality Weekly Reports
(MMWR) concerning the evaluation of reported cases of AIDS in health care
professionals are cited following the letter.
Hoping you a happy and fruitful search through you local hospital library,
John Gurian (seismo!rochester!ur-tut!john)
","rXArjyvKeFoJ","netmotss",14,1985-10-10,12
"NG02_TH00872_CM00017","NG02_TH00872","TH00872_CM00017","CM00017","TH00872","NG02","Harold Ancell",1985-10-10 23:13:09,"For up to date (30 Aug 85) information on AIDS in a reasonably avaliable
source, people should read ""The Epidemiology of AIDS: Current Status and
Future Prospects"" by J.M. Curran et al., in the 27 Sept 85 issue of
_Science_.  The authors are with the Centers for Disease Control, and
the article seems to cover the subject very well; it includes ~ 47
references.
On the subject of cases of AIDS in the U.S. among health care workers
the authors say that as of 24 May 85, 371 (3.5%) of reported AIDS case
were in health care workers.  All but 31 (8.4%) belonged to know risk
groups.  Of these cases ""no specific occupational exposures could be
documented.""  The nurse in England who got stuck and exposed to the
blood of an AIDS patient developed HTLV-III/LAV antibody 27 to 45 days
after exposure, and this ""was accompanied by lymphadenopathy and fever,
consistant with the acute symptoms described with HTLV-III/LAV.""  The
article describes studies of medical personal exposed to blood and other
body fluids of AIDS patients, none of whom developed antibodies, and
says the risk appears to be small.
					- Harold","W3GAlryjmHIJ","netmotss",23,1985-10-11,-6
"NG02_TH00872_CM00018","NG02_TH00872","TH00872_CM00018","CM00018","TH00872","NG02","Alan J Rosenthal",1985-10-14 02:06:28,"Okay now.  It appears quite definite from all these postings here that that
case with that nurse resulted not from a 'needle-stick' but from an
accidental injection of a SUBSTANTIAL amount of ARTERIAL blood, being that
no one has said anything which directly contradicts this.  Would someone
care to either find a reference which denies this, or finally admit that
simple needle-sticks are not sufficient to transmit aids.","57BhICb-g0sJ","netmotss",2,1985-10-14,-3
"NG02_TH00872_CM00019","NG02_TH00872","TH00872_CM00019","CM00019","TH00872","NG02","Ron Rizzo",1985-10-16 12:18:47,"Andrew Klossner's internist seems to be suffering from a particularly
bad case of AIDS anxiety.","0OuYRfyZkMAJ","netmotss",12,1985-10-16,-7
