"NG_TH_CM_ID","NG_TH_ID","TH_CM_ID","CM_ID","TH_ID","NG_ID","Author","Date.and.Time","Full.Text","URL.String","newsgroup","Hour","Date","SentimentScore"
"NG02_TH01070_CM00001","NG02_TH01070","TH01070_CM00001","CM00001","TH01070","NG02","Craig Werner",1986-09-11 00:56:13,"The next posting from me will be the first posting of a regular
summary of AIDS information.  It will be posted monthly or so to three
newsgroups: net.med, net.motss, and net.singles. It will be updated and
revised regularly, and a diff file will accompany it if changes have been
made.
	It will not be posted, as this article is, to net.legal, 
net.rec.nude, or net.rumor.  AIDS articles have appeared in those groups
in the past innapropriately.
	DO NOT followup to this article. Do not followup to the Summary
article. Confine all queries concerning AIDS to net.med with original
postings.
Thank You.
-- 
			      Craig Werner (MD/PhD '91)
				!philabs!aecom!werner
              (1935-14E Eastchester Rd., Bronx NY 10461, 
212-931-2517
)
		     ""I tell you I'm a thief and you call me a liar?""","JZy0UfpGPY0J","netmotss",0,1986-09-11,0
"NG02_TH01054_CM00001","NG02_TH01054","TH01054_CM00001","CM00001","TH01054","NG02","Steve Dyer",1986-03-09 15:59:53,"Anonymous ""George"" brings up an interested question that hasn't been
discussed here in any length, namely, whether or not to be tested
for exposure to HTLV-III.
I had dinner recently with a couple, one of whom is a psychiatrist, the other
a psychiatric social worker, who both work for Boston's Gay and Lesbian
Counseling Service.  Aside from the obvious issues of stigmatization and
confidentiality, they ask men who are concerned about HTLV-III exposure
and are considering being tested:
	""What would you do differently, if you knew?""
They argued pretty persuasively against being tested, for the following
reasons:
1.) a negative test is no license for increased sexual activity
    (to be meaningful, you'd have to be tested weeks to months after
    each new sexual partner, when in the meantime, you could be spreading
    the virus.)  In essence, every gay man should be behaving as if he were
    exposed, regardless of the test results.
2.) Denial (as in not knowing one's HTLV-III exposure) can be thought of as
    having some positive effects.  Too often, they have seen people who went
    to be tested out of curiosity, who, after hearing that they test positive,
    end up with severe emotional stress, certainly reducing their quality of
    life.
-- 
Steve Dyer
dy...@harvard.HARVARD.EDU
{bbncca,bbnccv,harvard}!spdcc!dyer","tjBtK1yoIwwJ","netmotss",15,1986-03-09,-1
"NG02_TH01054_CM00002","NG02_TH01054","TH01054_CM00002","CM00002","TH01054","NG02","Steve Hartwell",1986-03-12 00:06:13,"My decision to not take the HTLV-III test was based on my doctor's advice.
There certainly are political concerns against taking it, most of which are
similar to registering for the draft, etc., in which organizations which
have no right to the information can often obtain it against our will.
But for me, the deciding factor was the consequences.  I asked my doctor
what his advice is to patients who test negative (no HTLV-III virus), and
he said that he recommends following the safe sex guidelines and reducing
the number of sex partners, to avoid exposure to the virus.  Then I asked
what his advice is to patients with the virus, and his advice was the same,
to avoid exposing their partners.
The ""relief"" I might feel from a negative test result would in no way
offset the anxiety I would certainly feel if I tested positive.  The odds
are too negatively swayed; I'd rather not know.
Steve Hartwell
-- 
Steve Hartwell, Apple Computer
{nsc, dual, voder, ios}!apple!hartwell	(UUCP)
hart...@Apple.CSNET			(CSNET)
hartwell%Apple.CSNET@CSNET-RELAY	(ARPA)","rWWUBPgHcKwJ","netmotss",0,1986-03-12,-2
"NG02_TH01054_CM00003","NG02_TH01054","TH01054_CM00003","CM00003","TH01054","NG02","Wendy Thrash",1986-03-12 18:14:21,"Well, I took it.  Why would a Lesbian take the test?  About three years
ago, in a misguided attempt to become straight, I fell in love with a
bisexual man.  The man who had been his lover for the preceding five
years died last year of AIDS.  I didn't know whether he had contracted
the virus before or after he and my lover broke up.
It was after (apparently), and I seem to be OK (test negative).
I'm limiting my experimentation from now on.  In my case the test gave
me some peace of mind.  It's true the consequences are the same -- be
careful -- but I had to know.","xjUw2lJVxFcJ","netmotss",18,1986-03-13,4
"NG02_TH01054_CM00004","NG02_TH01054","TH01054_CM00004","CM00004","TH01054","NG02","Keith Shillington @spot",1986-03-19 13:58:51,"I got my (negative) results back yesterday.
I took the test wanting to know so that my interactions with other
human beings could be guided.  Should there be documentable evidence
that I am a possible carrier (of any disease) I am going to alter my
behaviour accordingly.  I am the kind of person that will not go to
work when I am catching a cold, not because I feel bad, but because I
don't want to infect other people.
Knowing I am negative affirms that I have been ""playing safe"", and
will not alter that.  I am certainly NOT going to INCREASE my risk at
all.  Were I to test positive, I would become extra careful about who
I let lick my spoon etc.  I realize that the level of risk of sharing
utensils etc. is extremely low, and I consider it to be only polite to
be considerate (extremely considerate) of the health of others.
If you can take the screen without endangering yourself somehow (i.e.
the test is anonymous) I recommend you do so, not for yourself, but
for your friends.
Keith
-- 
Keith Allan Shillington   telesoft!ke...@SDCSVAX.ARPA   
619/457-2700x388
.ATT
			  {ucbvax!sdcsvax,celerity,bang}!telesoft!keith.UUCP","Je7iwtIh45UJ","netmotss",13,1986-03-19,3
"NG02_TH01046_CM00001","NG02_TH01046","TH01046_CM00001","CM00001","TH01046","NG02","Jerry",1986-02-19 21:00:35,"I know this is irrelevent to net.jokes but the original article
was cross posted there and I consider it my duty as an AIDS volunteer
to educate...
This quote is taken without permission from the 15 Feb 1986 issue of
Science News (page 101):
""Anthropologist Uli Linke of the University of California at Berkely
suggests in the Jan. 17 _Science_ that the practice of clitorodectomy
may provide an explaination [of the heterosexual transmission of AIDS
in Africa].  Areas in Africa where part of the female genitalia is
ritually removed correspond to the areas of the epidemic, she says.
After some types of clitorodectomy, vaginal intercourse can cause
bleeding, and anal intercourse is often substituted.  Either practice,
notes Linke, could encourage spread of the virus.""
I intend to read the original article or letter shortly and will post
any additional info to net.med and net.motss.  Incidently, what does
motss mean or stand for?
				Jerry I Natowitz
				ihnp4!houxm!hropus!jin
				The Master Baker","v7mN2rpfn5kJ","netmotss",21,1986-02-20,4
"NG02_TH01046_CM00002","NG02_TH01046","TH01046_CM00002","CM00002","TH01046","NG02","Ron Rizzo",1986-02-21 16:10:56,"Sounds like anthropologist Uli's search for the missing link
(to connect weird AIDS with normal heterosexuality) has taken
refuge in ""spurious correlation.""  The geography of African
AIDS is probably coterminous with other blood vectors as well,
ie, presence of human blood in indigenous religious rites, etc.
Medical opinion considers that these vectors may enhance the 
epidemic but believes, on the basis of the evidence so far in 
hand, that the primary vector for African AIDS has been vaginal
intercourse between female prostitutes and their itinerant male
clients.  Anal intercourse is apparently fairly rare in such
encounters (they've interviewed prostitutes and clients).
Recently, some US doctors announced the first corroborated
case of vaginal transmission of AIDS in this country.
					Ron Rizzo","JtL8SQDzbwAJ","netmotss",16,1986-02-22,-2
"NG02_TH01046_CM00003","NG02_TH01046","TH01046_CM00003","CM00003","TH01046","NG02","Kitteredge",1986-02-21 16:30:42,"> I know this is irrelevent to net.jokes but the original article
> was cross posted there and I consider it my duty as an AIDS volunteer
> to educate...
> 
> This quote is taken without permission from the 15 Feb 1986 issue of
> Science News (page 101):
> 
> ""Anthropologist Uli Linke of the University of California at Berkely
> suggests in the Jan. 17 _Science_ that the practice of clitorodectomy
> may provide an explaination [of the heterosexual transmission of AIDS
> in Africa].
...
> After some types of clitorodectomy, vaginal intercourse can cause
> bleeding, and anal intercourse is often substituted.  Either practice,
> notes Linke, could encourage spread of the virus.""
> 
> I intend to read the original article or letter shortly and will post
> any additional info to net.med and net.motss.  Incidently, what does
> motss mean or stand for?
> 
> 				Jerry I Natowitz
Thanks for this article; it is fascinating, if only preliminary
hypothesis. I have often wondered how women could pass on AIDS during
sex, if it is true that the virus is found in large quantities in
semen and blood.
Motss stands for ""Members of the Same Sex.""
----------------------------------------------------------------------
		John Thomas Kittredge","oiMws7Ck_noJ","netmotss",16,1986-02-22,11
"NG02_TH01046_CM00004","NG02_TH01046","TH01046_CM00004","CM00004","TH01046","NG02","Beth Christy",1986-02-24 18:47:09,"
I quote below an excerpt from an article entitled ""Prostitutes: victims
or scapegoats of the AIDS crisis?"" which appeared in the February 20,
1985 issue of _Windy_City_Times_-_Chicago's_Gay_And_Lesbian_Newsweekly_
(reprinted without permission):
     Male to male transmission of AIDS is well documented and because
     of this male prostitutes are a proven high-risk group.  However,
     the jury is still out on female prostitutes.  Female to male
     transmission of AIDS is not so well documented.  A recent medical
     study reported in the _American_Journal_of_Medicine_ said female
     to male transmission of the disease is unlikely and not much of a
     risk.  The Centers for Disease Control in Atlanta said of approxi-
     mately 16,000 AIDS cases, only one percent are heterosexual.  That
     amounts to about 160 people.  The CDC also said that of the 160
     cases, 90 percent are women who have contracted AIDS from men.
     Only 20 men, said the CDC, have contracted AIDS from women, and of
     these 20 cases only one case is thought to have been from a female
     prostitute to a client.
Out of 16 *thousand* cases of AIDS in America, only *20* are confirmed
transmissions from female to male.  If experts in Africa have good
reason to believe ""that the primary vector for African AIDS has been
vaginal intercourse between female prostitutes and their itinerant male
clients"", then clearly something is seriously different between there
and here.  And the various mutilation practices and bloody religious
ceremonies sound worth investigating.
-- 
--JB     ((Just) Beth Christy, U. of Chicago, ..!ihnp4!gargoyle!sphinx!beth)
	 Sylvia says `A real lady never asks: ""Was *what* good for me?"".
			      (""I'm sorry - I wasn't paying attention."")'","212SayAJw0UJ","netmotss",18,1986-02-25,-9
"NG02_TH01046_CM00005","NG02_TH01046","TH01046_CM00005","CM00005","TH01046","NG02","Craig Werner",1986-02-27 00:14:07,"> I know this is irrelevent to net.jokes but the original article
> was cross posted there and I consider it my duty as an AIDS volunteer
> to educate...
	The original article was a story about prostitutes in the 1800s having
their virginity surgically restored after each client.  How this could migrate
into a discussion on AIDS transmission in Africa is just one of those
phenomenons of the USENET ... 
-- 
				Craig Werner
				!philabs!aecom!werner
I'll also entertain gifts,knick-knacks,offers of money, & proposals of marriage","TJIgdDXUKc4J","netmotss",0,1986-02-27,3
"NG02_TH01046_CM00006","NG02_TH01046","TH01046_CM00006","CM00006","TH01046","NG02","Bob Bickford",1986-02-27 05:39:52,"<BUG?!>
> 
> Motss stands for ""Members of the Same Sex.""
> 
> 
> 		John Thomas Kittredge
   Funny, I was under the distinct impression that it stood for
 ""More Of The Same Shit""
						:-)  :-)
       Robert Bickford     (r...@well.uucp)
================================================
|  I doubt if these are even my own opinions.  |
================================================
-- 
       Robert Bickford     (r...@well.uucp)
================================================
|  I doubt if these are even my own opinions.  |
================================================","FltWb5CB6EYJ","netmotss",5,1986-02-27,-1
"NG02_TH01046_CM00007","NG02_TH01046","TH01046_CM00007","CM00007","TH01046","NG02","Ed Turner",1986-02-27 12:50:38,"A different and more alarming speculation for the widespread heterosexual
occurence of AIDS in Africa (and Hatti) with a similar frequency among
men and women is a possible insect vector, perhaps some species of
mosquito.  This was mentioned in a fairly recent issue of SCIENCE.  I
think it was also put forward to explain a geographically and temporally
concentrated group of AIDS cases in a small Florida town in a swampy area.
It certainly sounds plausable to my inexpert ears.  Does anyone know
any more about this?
Ed Turner
astrovax!elt","RW-3h6FV8cYJ","netmotss",12,1986-02-27,0
"NG02_TH01046_CM00008","NG02_TH01046","TH01046_CM00008","CM00008","TH01046","NG02","Sam Vause",1986-03-01 11:45:12,"In article <7...@well.UUCP> r...@well.UUCP writes:
>> Motss stands for ""Members of the Same Sex.""
>> 		John Thomas Kittredge
>   Funny, I was under the distinct impression that it stood for
> ""More Of The Same Shit""
>						:-)  :-)
>       Robert Bickford     (r...@well.uucp)
Despite the dual smiley-faces, I still can't begin to fathom the humour.
Perhaps this form of humour (sic) belongs elsewhere.  Perhaps nowhere.
-- 
|------------------------------------------------------------------|
|Sam Vause, NCR Corporation, TOWER Systems Development, 3325 Platt |
|Springs Road, West Columbia, SC 29169 
(803) 791-6281
              |
|				...!decvax!mcnc!ncsu!ncrcae!vause  |
|				...!ihnp4!leopard!ncrcae!vause     |
|------------------------------------------------------------------|","7lzZCp9Dn-0J","netmotss",11,1986-03-01,2
"NG02_TH01046_CM00009","NG02_TH01046","TH01046_CM00009","CM00009","TH01046","NG02","Roger Klorese",1986-03-02 22:06:33,"In article <7...@well.UUCP> r...@well.UUCP (Bob Bickford) writes:
><BUG?!>
>
>> 
>> Motss stands for ""Members of the Same Sex.""
>> 
>> 
>> 		John Thomas Kittredge
>
>
>   Funny, I was under the distinct impression that it stood for
>
> ""More Of The Same Shit""
>
>						:-)  :-)
>
>
>       Robert Bickford     (r...@well.uucp)
>================================================
>|  I doubt if these are even my own opinions.  |
>================================================
Well, let's certainly HOPE not...
-- 
*** Speak for the company?  Naaaah, it's hard enough speaking for ME! ***
 ... ""What were you expecting, rock'n'roll?""                                  
Roger B.A. Klorese
Celerity Computing, 40 Speen St., Framingham, MA 01701, 
(617) 872-1772
 
UUCP: seismo!harvard!bu-cs!celtics!roger, ucbvax!sdcsvax!celerity!celtics!roger
ARPA: bu-cs!celtics!ro...@harvard.ARPA, celerity!celtics!ro...@sdcsvax.ARPA","TloBlMdXuiwJ","netmotss",22,1986-03-03,0
"NG02_TH01046_CM00010","NG02_TH01046","TH01046_CM00010","CM00010","TH01046","NG02","Ron Rizzo",1986-03-04 09:55:03,"<followup to Beth Christy & others>
Or the apparent lack of female-to-male sexual transmission of AIDS in 
the US may simply be an effect of the virus' long latency and the
particular American subpopulations (gay males, IV drug users) that
AIDS has first reached.  Not long ago, some medical opinion doubted
that male-to-female sexual transmission of AIDS was possible or
very likely.
If semen is a vector, then the (visible) presence of blood isn't 
required for transmission.  Many sexual encounters cause some physical
trauma to tissue, & perhaps (microscopic) hemmorhaging.  The trans-
mission condition for most STDs is contact of mucose membranes.
I don't think many cultures in the rain forests or rift valleys of
central Africa, the possible origin point of AIDS, practice
cliterodectomy.
I still think that anthropologist Uli Linke's conjecture says more
about the psychology (anthropology?) of nervous Western populations
facing AIDS than it does about the disease itself.
						Regards,
						Ron Rizzo","7dj5LArjI_AJ","netmotss",9,1986-03-04,-8
"NG02_TH01046_CM00011","NG02_TH01046","TH01046_CM00011","CM00011","TH01046","NG02","Pam Pincha",1986-03-12 17:04:58,"I just ran across a letter in Science concering theoriginal
letter by Linke (Science,Jan.17,1986). The refuting letter by
Mike Burton (Dept.Anthro.,Univ.ofCal.,Irvine 92717) is in
Science,Mar.14,1986,vol.231,p.1236. I'm posting the letter
for the information of those interested in the speculations
this message has generated. At this point, those not interested
should use the old ""n"" key.
---------------------------------------------------------------
	AIDS AND FEMALE CIRCUMCISION
""	Uli Linke's letter (17 Jan.,p.203) about AIDS in
Africa suggests that contact with blood during intercourse
may be an indirect consequence of the African practice of
female circumcision. It then describes an extreme and rare form
of female circumscription -- infibulation. Infibulation is
found only in a part of northeastern Africa (1), outside the
region where AIDS has been reported,and is very different in
its social and biological effects from the kind of female
circumcision that is practiced more widely in Africa.
	A secondary problem with the logic of hypothesizing
that AIDS is transmitted by traditional custom is that
in Africa it appears to be primarily an urban disease, as
it is in the United States. Traditional customs, such as
female circumcision, have their origins in the rural sector.
I think it would be more productive to look at data pertaining
to life in African cities and to examine such phenomena
as male labor migration, often described as being disurptive to
marriage and family life.""
References:
(1) Hayes,R.O.,1975,American Enthnology,vol.2,p.617.
----------------------------------------------------------------
My personal feeling is that Burton's recomendation for
study is more viable. Linke's hypothesis is too tenuous
for my way of thinking.
P.M.Pincha-Wagener","5by4M51-k4gJ","netmotss",17,1986-03-13,3
"NG02_TH01002_CM00001","NG02_TH01002","TH01002_CM00001","CM00001","TH01002","NG02","Ron Rizzo",1986-01-30 17:44:12,"In case anyone doubts how little basic rights are respected concerning
AIDS, NPR's ""All Things Considered"" tonight told of an inmate in a
Kansas City prison who's being kept in isolation merely because he
tested positive to HTLV-III!  The prisoner is in effect serving a
sentence he wasn't given, ie, one of solitary confinement.  The rationale
is, even if the prisoner never develops AIDS (he doesn't even show signs
of ARC), he might still be capable of transmitting the virus to another
who could subsequently come down with full-blown AIDS.  The warden added
an even lamer excuse: he was protecting said prisoner against the violent
reactions of other prisoners who fear AIDS.
Considering that 1/3 of all prisoners have a history of drug use and
addiction, that homosexual acts and rape are common in American prisons,
it's clear many prisoners in every prison probably are infected with the
AIDS virus, which makes the above inmate's isolation incredibly hypocri-
tical.  The real danger is not his probable infection but the mere public
knowledge of it.  
Convicted criminals (he's in on a heroin charge) may forfeit many basic
civil rights & liberties, but not all, & not their fundamental, or ""human""
rights (to life, to be free of torture, etc.).  Nonprisoners would never 
tolerate such treatment.  The difference seems to be power: American gays
now have a fairly powerful political movement and other institutions
to protect their interests; prisoners have none.  So much for the alleged
basic decency or even lawfulness of the ""authorities""!  What holds them
in check apparently is simply countervailing power.
The ACLU is looking into the Kansas City case.
						Cheers,
						Ron Rizzo","43CeMuOYYBsJ","netmotss",17,1986-01-31,-21
"NG02_TH01002_CM00002","NG02_TH01002","TH01002_CM00002","CM00002","TH01002","NG02","Laura Creighton",1986-02-01 21:21:58,"In article <16...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:
>The warden added
>an even lamer excuse: he was protecting said prisoner against the violent
>reactions of other prisoners who fear AIDS.
>
I have some Gay friends who have been arrested in Toronto Ontario.  When word
got around that they were Gay, they were subject to a lot of violence in
prison -- something to the order of -- ``he's gay, so it is fine to gang rape
him -- after all, he loves this stuff.''  Solitary confinement sucks, but I
don't think that this is a lame excuse.
-- 
Laura Creighton		
ihnp4!hoptoad!laura 
hoptoad!la...@lll-crg.arpa","SAl56cpvVAQJ","netmotss",21,1986-02-02,-22
"NG02_TH01002_CM00003","NG02_TH01002","TH01002_CM00003","CM00003","TH01002","NG02","mgd...@violet.berkeley.edu",1986-02-07 19:05:26,"In article <16...@bbncca.ARPA> rri...@bbncca.ARPA (Ron Rizzo) writes:

Unfortunately, Gays and prison do not make a happy mix.  Sometime
over the winter, I heard (also on NPR) about the Denver jail
using color coded uniforms to distinguish Gay prisoners from
others.  The same lame argument about protection was made, but
it sure sounds like Pink Triangles to me.
(Pink triangles were the badge used by the Nazis to designate
Gay prisoners in the concentration camps, is case you haven't
read about it.  An excellent book is The Men With the Pink 
Triangles.)
If we want to protect ourselves, we cannot rely on some sense of
social justice from even our so called liberal friends.  The only
way to ensure that we don't end up in ""protective"" isolation
is to kick the enemy in the balls.  Don't forget that it was the
drag queens (another unpopular group to the politically correct)
who starte modern Gay liberation at the Stonewall.
(As another aside, I an just finding out about this bulletin
board.  If this article doesn't make sense or fails to meet
standards of the management, blame it on poor documentation
at Berkeley.)
Gary Lindsay","2rEIbXhC4tAJ","netmotss",19,1986-02-08,-3
"NG02_TH01002_CM00004","NG02_TH01002","TH01002_CM00004","CM00004","TH01002","NG02","mid...@uiucdcsb.cs.uiuc.edu",1986-02-11 14:14:00,"/* Written  4:44 pm  Jan 30, 1986 by rri...@bbncca.ARPA in uiucdcsb:net.motss */
/* ---------- ""AIDS virus in prison evaporates bas"" ---------- */
>In case anyone doubts how little basic rights are respected concerning
>AIDS, NPR's ""All Things Considered"" tonight told of an inmate in a
>Kansas City prison who's being kept in isolation merely because he
>tested positive to HTLV-III!  The prisoner is in effect serving a
>sentence he wasn't given, ie, one of solitary confinement.  The rationale
>is, even if the prisoner never develops AIDS (he doesn't even show signs
>of ARC), he might still be capable of transmitting the virus to another
>who could subsequently come down with full-blown AIDS.  The warden added
>an even lamer excuse: he was protecting said prisoner against the violent
>reactions of other prisoners who fear AIDS.
Why is quarantining someone with the ability to transmit a fatal disease
the ability of someone being able to transmit a fatal disease a lame
excuse?  I keep reading things that say, in effect ""why do anything about
people infected with the virus since the they may not develop aids?""  The
point that is missed with this idiocy is that most people are not opposed to
individuals walking around with fatal conditions, but rather to individuals
walking around who can give them a fatal condition.  I know of no one who
thinks heart patients, emphysema patients, etc. should be quarantined, even
though the may drop dead at any moment, because their afflictions cannot harm
others.  Nevertheless, many states restrict people with active tuberculosis
from holding certain jobs, and restrict people with untreated epilepsy from
perfroming certain task, because their afflictions can harm other people.
If AIDS was not contagious, or if people with full blown AIDS were not
contagious, society would probably be a lot less concerned about people
with AIDS walking about.  But the odds are that anyone who tests positive
to HTLVIII is infectious, and possibly more infectious than individuals
who are symptomatic.  Therefore whether an infected individual ever actually
comes down with AIDS or ARC is beside the point to society at large. 
Studies in some prisons have shown that much less than half of the inmates
have been exposed to the virus.  Although it may be unfair to make someone
who sells heroin spend a few years (or maybe months, giving sentencing in this
country) alone because he has been infected, it doesn't seem as unfair as
sentencing another inmate to death when he is gang raped by one or more
infected individuals.  When you commit crimes one of the chances you take is
that you will be deprived of some basic freedoms - one of those freedoms being
the ability to murder by infecting other people with your fatal diseases.
/* Written  6:05 pm  Feb  7, 1986 by 
mgd...@violet.berkeley.edu
 in uiucdcsb:net.motss */
>over the winter, I heard (also on NPR) about the Denver jail
>using color coded uniforms to distinguish Gay prisoners from
>others.  The same lame argument about protection was made, but
>it sure sounds like Pink Triangles to me.
>
>(Pink triangles were the badge used by the Nazis to designate
>Gay prisoners in the concentration camps, is case you haven't
>read about it.  An excellent book is The Men With the Pink 
>Triangles.)
Gary Lindsay
/* End of text from uiucdcsb:net.motss */
Although some people might claim that all homosexuals, whether criminal or
not, are equal, I am astonished to see someone purporting to be pro-homosexual
make this claim.  The Nazis used pink triangles specifically to sort out
people for death and slave labor.  Admittedly the ACLU and their ilk would
like the rest of us to believe that we are either on the verge of, or
have slipped into, the horrors of fascism in this country, but we are 
thankfully a long way from it.   It is an insult to those who died under
the Nazis to equate their ordeals with the inability of convicted criminals
to dress as they want.
Sam Midkiff
{ihnp4 | pur-ee}!uiucdcs!midkiff","p1cgOL294lcJ","netmotss",14,1986-02-11,-59
"NG02_TH01002_CM00005","NG02_TH01002","TH01002_CM00005","CM00005","TH01002","NG02","Ron Rizzo",1986-02-13 10:34:08,"What in the world is ""murder by infecting others?""
Would Sam quarantine all carriers of hepatitis, herpes, HTLV-III
(millions of them just in the US)?  If not, then why (selectively)
quarantine prisoners?  Because under law as prisoners they forfeit
some rights?
On prison clothes:  The issue is clearly not one of a right to
freedom of wardrobe, but coercively identifying & stigmatizing
people on the basis of a group characteristic (which is also
despised), PRECISELY what the Nazis did in their camps with
colored triangles.
Sam would be entitled to to his indignation if he could think
or reason clearly.  Unfortunately, he can't.
						Ron  Rizzo","qbss4DQvv7UJ","netmotss",10,1986-02-13,-6
"NG02_TH01002_CM00006","NG02_TH01002","TH01002_CM00006","CM00006","TH01002","NG02","Tim Ryan",1986-02-13 11:13:58,"In article 2492, posted 11 Feb 86 19:14:00 GMT, 
mid...@uiucdcsb.CS.UIUC.EDU
 writes
> 
> 
> /* Written  4:44 pm  Jan 30, 1986 by rri...@bbncca.ARPA in uiucdcsb:net.motss */
> /* ---------- ""AIDS virus in prison evaporates bas"" ---------- */
> >In case anyone doubts how little basic rights are respected concerning
> >AIDS, NPR's ""All Things Considered"" tonight told of an inmate in a
> >Kansas City prison who's being kept in isolation merely because he
> >tested positive to HTLV-III!  
> 
> Why is quarantining someone with the ability to transmit a fatal disease
> the ability of someone being able to transmit a fatal disease a lame
> excuse?  
It's an extremely lame excuse.  It is a breach of someone's fundamental civil
rights without due process, and without supporting scientific evidence.
Period.
>
> But the odds are that anyone who tests positive
> to HTLVIII is infectious, and possibly more infectious than individuals
> who are symptomatic.  Therefore whether an infected individual ever actually
> comes down with AIDS or ARC is beside the point to society at large. 
> 
Garbage.  There is *no* proof or evidence to show that anyone who tests HTLV3
positive is infectious.  There is evidence to suggest that those who test HTLV3
postive have between a 10 and 15% chance of being diagnosed with one or more
of the opportunistic infections associated with AIDS within 5 years after
testing HTLV3 positive.  Pretty low odds!  This *fact* is not beside the
point.  It has further been shown that HTLV3 is *very* difficult to transmit,
and that it probably requires multiple exposure to get the retrovirus.
>
> When you commit crimes one of the chances you take is
> that you will be deprived of some basic freedoms - one of those freedoms being
> the ability to murder by infecting other people with your fatal diseases.
> 
What crime has someone who is infected with HTLV3 committed?  If you mean to 
imply that all HTLV3 exposed people are homosexual, and that homosexuality
is a crime, you are wrong.  Not all HTLV3-positive people are homosexual
men.  Fact.  And consensual acts between adults are not illegal in many states,
and for that matter, a lot of what goes on between heteros is statute illegal.
That you think that anyone who has committed a crime is to be deprived of the
basic right to life, you are one sick puppy.
> 
> The Nazis used pink triangles specifically to sort out
> people for death and slave labor.  
>
Wrong.  The Nazis used pink triangles specifically to single out homosexuals
in concentration camps, just as they used stars of david to identify Jews and
cirles to identify ""intellectuals.""  Everyone was at risk for death in the
concentration camps. 
>
> It is an insult to those who died under
> the Nazis to equate their ordeals with the inability of convicted criminals
> to dress as they want.
> 
We're not talking about the right of people to dress in their Calvin's in
prison.  We're talking about the singling out people for the soul reason
that they may be infectious, they may be homosexual, they may be diagnosed
with AIDS/ARC.  There is nothing to support any of those contentions in
being diagnosed HTLV3 positive.  There is no relationship between HTLV3
and one's sexuality, gender, race, color, creed, religion, eye color,
national origin, IQ, or food preferences.  NONE.  Viruses don't discriminate,
people do.","uaAqzE5LvNMJ","netmotss",11,1986-02-13,-41
"NG02_TH00991_CM00001","NG02_TH00991","TH00991_CM00001","CM00001","TH00991","NG02","Rob Bernardo",1986-02-06 10:19:11,"I heard on the local news last night, (the local tv stations here
have been much better on AIDS news than the networks), that Reagan's
proposed '87 budget has $20 million less for AIDS than the current year's
allocation.","tST1h91gw4EJ","netmotss",10,1986-02-06,2
"NG02_TH00984_CM00001","NG02_TH00984","TH00984_CM00001","CM00001","TH00984","NG02","Craig Werner",1986-01-28 01:29:51,"The following is [very] excerpted from _Natural History_
	Defn:  Incidence in the number of NEW cases of a disease reported per
unit time.  It differs from Prevalence (cases/population) in that a rare but
long-term disease can have a low incidence but high prevalence, and the
reverse situation is possible.
	Keeping that in mind, consider the following:
	The incidence of AIDS among never-married men (not specifically Gays,
whose number is less easy determine than singles) in San Francisco and New
York is HIGHER than the incidence of Chicken Pox in Children.  (Of course
NYC and SF account for 2/3 of the nation's cases.)
-- 
				Craig Werner
				!philabs!aecom!werner
            ""When I was your age, I always did it for half an hour a day.""","W54v-Pe317AJ","netmotss",1,1986-01-28,1
"NG02_TH00960_CM00001","NG02_TH00960","TH00960_CM00001","CM00001","TH00960","NG02","Rod Williams",1986-01-11 19:08:05,">    	I have heard from two widely separated sources that the AIDS 
>        virus is man made.  Has anyone else heard the same thing?  Is 
>        there any truth to the rumor?
  The New York Native printed a UPI wire service article recently which
  quoted a British urinary and venereal disease expert, John Seale, on
  this topic.
  He said that, since 1949, biological warfare research centers knew
  about the highly lethal Visna virus in sheep. The virus grew easily
  in cell cultures, had a structure remarkably similar to the AIDS
  virus, and caused a similar disease. The AIDS virus has one gene
  extra over the Visna virus, but, says Seale, ""inserting an extra
  gene into a virus is a routine procedure in modern genetic engin-
  eering"".
  He went on to say that it was likely that the potential of developing
  the Visna virus for use in biological warfare was considered by
  research establishments both in the East and the West, though ""it
  would have been a very odd one for the West to make because it is so
  slow to develop"".
  The idea that the AIDS virus had been manipulated in the laboratory
  by biological scientists merited ""serious consideration"", he said.
-- 
 rod williams | {ihnp4,dual}!ptsfa!ptsfc!rjw
 -------------------------------------------
 pacific bell |  san ramon  |  california","XNNsdElgWncJ","netmotss",19,1986-01-12,-8
